State,County,Year,Persons
New Mexico,Rio Arriba,1981,29572
New Mexico,Rio Arriba,1982,30078
New Mexico,Rio Arriba,1983,30644
New Mexico,Rio Arriba,1984,31581
New Mexico,Rio Arriba,1985,32197
New Mexico,Rio Arriba,1986,32780
New Mexico,Rio Arriba,1987,33206
New Mexico,Rio Arriba,1988,33448
New Mexico,Rio Arriba,1989,33763
New Mexico,Rio Arriba,1990,34569
New Mexico,Rio Arriba,1991,34697
New Mexico,Rio Arriba,1992,35304
New Mexico,Rio Arriba,1993,36291
New Mexico,Rio Arriba,1994,37192
New Mexico,Rio Arriba,1995,38211
New Mexico,Rio Arriba,1996,39178
New Mexico,Rio Arriba,1997,39559
New Mexico,Rio Arriba,1998,40130
New Mexico,Rio Arriba,1999,40826
New Mexico,Rio Arriba,2000,41197
New Mexico,Rio Arriba,2001,40870
New Mexico,Rio Arriba,2002,40717
New Mexico,Rio Arriba,2003,40416
New Mexico,Rio Arriba,2004,40342
New Mexico,Rio Arriba,2005,40198
New Mexico,Rio Arriba,2006,40335
New Mexico,Rio Arriba,2007,40268
New Mexico,Rio Arriba,2008,40008
New Mexico,Rio Arriba,2009,40023
New Mexico,Rio Arriba,2010,40286
New Mexico,Rio Arriba,2011,40244
New Mexico,Rio Arriba,2012,40195
New Mexico,Rio Arriba,2013,40064
New Mexico,Rio Arriba,2014,39736
New Mexico,Rio Arriba,2015,39370
New Mexico,Rio Arriba,2016,39245
New Mexico,Rio Arriba,2017,39235
New Mexico,Rio Arriba,2018,39023
New Mexico,Rio Arriba,2019,38921
New Mexico,Roosevelt,1981,15584
New Mexico,Roosevelt,1982,16061
New Mexico,Roosevelt,1983,16489
New Mexico,Roosevelt,1984,16556
New Mexico,Roosevelt,1985,16623
New Mexico,Roosevelt,1986,16916
New Mexico,Roosevelt,1987,16689
New Mexico,Roosevelt,1988,16688
New Mexico,Roosevelt,1989,16471
New Mexico,Roosevelt,1990,16781
New Mexico,Roosevelt,1991,17255
New Mexico,Roosevelt,1992,17639
New Mexico,Roosevelt,1993,17900
New Mexico,Roosevelt,1994,18902
New Mexico,Roosevelt,1995,18895
New Mexico,Roosevelt,1996,18859
New Mexico,Roosevelt,1997,18741
New Mexico,Roosevelt,1998,18486
New Mexico,Roosevelt,1999,18130
New Mexico,Roosevelt,2000,18007
New Mexico,Roosevelt,2001,18377
New Mexico,Roosevelt,2002,18627
New Mexico,Roosevelt,2003,18722
New Mexico,Roosevelt,2004,18856
New Mexico,Roosevelt,2005,19093
New Mexico,Roosevelt,2006,19186
New Mexico,Roosevelt,2007,19359
New Mexico,Roosevelt,2008,19074
New Mexico,Roosevelt,2009,19192
New Mexico,Roosevelt,2010,20018
New Mexico,Roosevelt,2011,20430
New Mexico,Roosevelt,2012,20318
New Mexico,Roosevelt,2013,20021
New Mexico,Roosevelt,2014,19647
New Mexico,Roosevelt,2015,19137
New Mexico,Roosevelt,2016,19145
New Mexico,Roosevelt,2017,18900
New Mexico,Roosevelt,2018,18759
New Mexico,Roosevelt,2019,18500
New Mexico,San Juan,1981,85794
New Mexico,San Juan,1982,88833
New Mexico,San Juan,1983,90708
New Mexico,San Juan,1984,91339
New Mexico,San Juan,1985,91644
New Mexico,San Juan,1986,93577
New Mexico,San Juan,1987,92289
New Mexico,San Juan,1988,92031
New Mexico,San Juan,1989,92413
New Mexico,San Juan,1990,91567
New Mexico,San Juan,1991,93755
New Mexico,San Juan,1992,95233
New Mexico,San Juan,1993,97821
New Mexico,San Juan,1994,100106
New Mexico,San Juan,1995,101390
New Mexico,San Juan,1996,103911
New Mexico,San Juan,1997,105501
New Mexico,San Juan,1998,108565
New Mexico,San Juan,1999,112574
New Mexico,San Juan,2000,114131
New Mexico,San Juan,2001,115745
New Mexico,San Juan,2002,119430
New Mexico,San Juan,2003,121553
New Mexico,San Juan,2004,123179
New Mexico,San Juan,2005,124809
New Mexico,San Juan,2006,125028
New Mexico,San Juan,2007,126149
New Mexico,San Juan,2008,126905
New Mexico,San Juan,2009,129359
New Mexico,San Juan,2010,130203
New Mexico,San Juan,2011,129711
New Mexico,San Juan,2012,129756
New Mexico,San Juan,2013,129467
New Mexico,San Juan,2014,129084
New Mexico,San Juan,2015,128246
New Mexico,San Juan,2016,127954
New Mexico,San Juan,2017,126917
New Mexico,San Juan,2018,125499
New Mexico,San Juan,2019,123958
New Mexico,San Miguel,1981,23017
New Mexico,San Miguel,1982,23186
New Mexico,San Miguel,1983,23961
New Mexico,San Miguel,1984,24732
New Mexico,San Miguel,1985,25337
New Mexico,San Miguel,1986,25554
New Mexico,San Miguel,1987,25553
New Mexico,San Miguel,1988,25663
New Mexico,San Miguel,1989,25502
New Mexico,San Miguel,1990,25820
New Mexico,San Miguel,1991,26336
New Mexico,San Miguel,1992,26971
New Mexico,San Miguel,1993,27602
New Mexico,San Miguel,1994,28390
New Mexico,San Miguel,1995,29213
New Mexico,San Miguel,1996,29803
New Mexico,San Miguel,1997,29955
New Mexico,San Miguel,1998,30096
New Mexico,San Miguel,1999,30108
New Mexico,San Miguel,2000,30052
New Mexico,San Miguel,2001,29788
New Mexico,San Miguel,2002,29707
New Mexico,San Miguel,2003,29530
New Mexico,San Miguel,2004,29547
New Mexico,San Miguel,2005,29621
New Mexico,San Miguel,2006,29388
New Mexico,San Miguel,2007,29259
New Mexico,San Miguel,2008,29234
New Mexico,San Miguel,2009,29336
New Mexico,San Miguel,2010,29393
New Mexico,San Miguel,2011,29352
New Mexico,San Miguel,2012,29091
New Mexico,San Miguel,2013,28819
New Mexico,San Miguel,2014,28493
New Mexico,San Miguel,2015,28215
New Mexico,San Miguel,2016,28005
New Mexico,San Miguel,2017,27715
New Mexico,San Miguel,2018,27480
New Mexico,San Miguel,2019,27277
New Mexico,Sandoval,1981,35691
New Mexico,Sandoval,1982,37418
New Mexico,Sandoval,1983,38938
New Mexico,Sandoval,1984,42619
New Mexico,Sandoval,1985,46902
New Mexico,Sandoval,1986,50920
New Mexico,Sandoval,1987,55488
New Mexico,Sandoval,1988,59039
New Mexico,Sandoval,1989,61072
New Mexico,Sandoval,1990,63989
New Mexico,Sandoval,1991,65999
New Mexico,Sandoval,1992,68416
New Mexico,Sandoval,1993,71680
New Mexico,Sandoval,1994,75382
New Mexico,Sandoval,1995,78818
New Mexico,Sandoval,1996,81915
New Mexico,Sandoval,1997,84414
New Mexico,Sandoval,1998,86278
New Mexico,Sandoval,1999,88116
New Mexico,Sandoval,2000,91251
New Mexico,Sandoval,2001,93440
New Mexico,Sandoval,2002,96263
New Mexico,Sandoval,2003,99350
New Mexico,Sandoval,2004,102583
New Mexico,Sandoval,2005,107436
New Mexico,Sandoval,2006,114231
New Mexico,Sandoval,2007,120401
New Mexico,Sandoval,2008,125368
New Mexico,Sandoval,2009,128985
New Mexico,Sandoval,2010,132431
New Mexico,Sandoval,2011,134326
New Mexico,Sandoval,2012,135380
New Mexico,Sandoval,2013,136311
New Mexico,Sandoval,2014,137023
New Mexico,Sandoval,2015,138521
New Mexico,Sandoval,2016,140464
New Mexico,Sandoval,2017,142689
New Mexico,Sandoval,2018,145096
New Mexico,Sandoval,2019,146748
New Mexico,Santa Fe,1981,77222
New Mexico,Santa Fe,1982,80118
New Mexico,Santa Fe,1983,82250
New Mexico,Santa Fe,1984,84106
New Mexico,Santa Fe,1985,85676
New Mexico,Santa Fe,1986,89134
New Mexico,Santa Fe,1987,92323
New Mexico,Santa Fe,1988,94507
New Mexico,Santa Fe,1989,96962
New Mexico,Santa Fe,1990,99587
New Mexico,Santa Fe,1991,102536
New Mexico,Santa Fe,1992,106030
New Mexico,Santa Fe,1993,109927
New Mexico,Santa Fe,1994,113944
New Mexico,Santa Fe,1995,118462
New Mexico,Santa Fe,1996,121031
New Mexico,Santa Fe,1997,124172
New Mexico,Santa Fe,1998,125956
New Mexico,Santa Fe,1999,127966
New Mexico,Santa Fe,2000,129713
New Mexico,Santa Fe,2001,131057
New Mexico,Santa Fe,2002,133555
New Mexico,Santa Fe,2003,135213
New Mexico,Santa Fe,2004,136391
New Mexico,Santa Fe,2005,137610
New Mexico,Santa Fe,2006,138786
New Mexico,Santa Fe,2007,140210
New Mexico,Santa Fe,2008,141704
New Mexico,Santa Fe,2009,143205
New Mexico,Santa Fe,2010,144522
New Mexico,Santa Fe,2011,145847
New Mexico,Santa Fe,2012,146722
New Mexico,Santa Fe,2013,147465
New Mexico,Santa Fe,2014,147782
New Mexico,Santa Fe,2015,148098
New Mexico,Santa Fe,2016,148758
New Mexico,Santa Fe,2017,149491
New Mexico,Santa Fe,2018,149761
New Mexico,Santa Fe,2019,150358
New Mexico,Sierra,1981,8797
New Mexico,Sierra,1982,8942
New Mexico,Sierra,1983,8919
New Mexico,Sierra,1984,9144
New Mexico,Sierra,1985,9191
New Mexico,Sierra,1986,9275
New Mexico,Sierra,1987,9457
New Mexico,Sierra,1988,9464
New Mexico,Sierra,1989,9682
New Mexico,Sierra,1990,10030
New Mexico,Sierra,1991,10333
New Mexico,Sierra,1992,10391
New Mexico,Sierra,1993,11011
New Mexico,Sierra,1994,11436
New Mexico,Sierra,1995,11764
New Mexico,Sierra,1996,12246
New Mexico,Sierra,1997,12519
New Mexico,Sierra,1998,12818
New Mexico,Sierra,1999,13105
New Mexico,Sierra,2000,13209
New Mexico,Sierra,2001,12960
New Mexico,Sierra,2002,12672
New Mexico,Sierra,2003,12703
New Mexico,Sierra,2004,12382
New Mexico,Sierra,2005,12120
New Mexico,Sierra,2006,11997
New Mexico,Sierra,2007,11812
New Mexico,Sierra,2008,11914
New Mexico,Sierra,2009,11940
New Mexico,Sierra,2010,12041
New Mexico,Sierra,2011,12023
New Mexico,Sierra,2012,11854
New Mexico,Sierra,2013,11524
New Mexico,Sierra,2014,11264
New Mexico,Sierra,2015,11236
New Mexico,Sierra,2016,11117
New Mexico,Sierra,2017,11064
New Mexico,Sierra,2018,10949
New Mexico,Sierra,2019,10791
New Mexico,Socorro,1981,13286
New Mexico,Socorro,1982,13508
New Mexico,Socorro,1983,13717
New Mexico,Socorro,1984,13865
New Mexico,Socorro,1985,14081
New Mexico,Socorro,1986,14434
New Mexico,Socorro,1987,14393
New Mexico,Socorro,1988,14779
New Mexico,Socorro,1989,14802
New Mexico,Socorro,1990,14816
New Mexico,Socorro,1991,14883
New Mexico,Socorro,1992,15370
New Mexico,Socorro,1993,15756
New Mexico,Socorro,1994,16286
New Mexico,Socorro,1995,16664
New Mexico,Socorro,1996,17157
New Mexico,Socorro,1997,17348
New Mexico,Socorro,1998,17568
New Mexico,Socorro,1999,17959
New Mexico,Socorro,2000,18002
New Mexico,Socorro,2001,17907
New Mexico,Socorro,2002,17769
New Mexico,Socorro,2003,17997
New Mexico,Socorro,2004,17944
New Mexico,Socorro,2005,18052
New Mexico,Socorro,2006,18081
New Mexico,Socorro,2007,17995
New Mexico,Socorro,2008,17966
New Mexico,Socorro,2009,17927
New Mexico,Socorro,2010,17791
New Mexico,Socorro,2011,17775
New Mexico,Socorro,2012,17475
New Mexico,Socorro,2013,17509
New Mexico,Socorro,2014,17258
New Mexico,Socorro,2015,17152
New Mexico,Socorro,2016,16964
New Mexico,Socorro,2017,16832
New Mexico,Socorro,2018,16704
New Mexico,Socorro,2019,16637
New Mexico,Taos,1981,19914
New Mexico,Taos,1982,20654
New Mexico,Taos,1983,21359
New Mexico,Taos,1984,22313
New Mexico,Taos,1985,22545
New Mexico,Taos,1986,22775
New Mexico,Taos,1987,22633
New Mexico,Taos,1988,22697
New Mexico,Taos,1989,22763
New Mexico,Taos,1990,23235
New Mexico,Taos,1991,23911
New Mexico,Taos,1992,24613
New Mexico,Taos,1993,25290
New Mexico,Taos,1994,25894
New Mexico,Taos,1995,26656
New Mexico,Taos,1996,27410
New Mexico,Taos,1997,28336
New Mexico,Taos,1998,28841
New Mexico,Taos,1999,29493
New Mexico,Taos,2000,30080
New Mexico,Taos,2001,30236
New Mexico,Taos,2002,30844
New Mexico,Taos,2003,31307
New Mexico,Taos,2004,31675
New Mexico,Taos,2005,31850
New Mexico,Taos,2006,32170
New Mexico,Taos,2007,32485
New Mexico,Taos,2008,32467
New Mexico,Taos,2009,32792
New Mexico,Taos,2010,32895
New Mexico,Taos,2011,32890
New Mexico,Taos,2012,32759
New Mexico,Taos,2013,32957
New Mexico,Taos,2014,32963
New Mexico,Taos,2015,32797
New Mexico,Taos,2016,32922
New Mexico,Taos,2017,32790
New Mexico,Taos,2018,32699
New Mexico,Taos,2019,32723
New Mexico,Torrance,1981,7566
New Mexico,Torrance,1982,7883
New Mexico,Torrance,1983,8045
New Mexico,Torrance,1984,8278
New Mexico,Torrance,1985,8530
New Mexico,Torrance,1986,8998
New Mexico,Torrance,1987,9722
New Mexico,Torrance,1988,9969
New Mexico,Torrance,1989,10242
New Mexico,Torrance,1990,10316
New Mexico,Torrance,1991,10835
New Mexico,Torrance,1992,11051
New Mexico,Torrance,1993,11593
New Mexico,Torrance,1994,12220
New Mexico,Torrance,1995,13356
New Mexico,Torrance,1996,14281
New Mexico,Torrance,1997,15315
New Mexico,Torrance,1998,16149
New Mexico,Torrance,1999,16430
New Mexico,Torrance,2000,16915
New Mexico,Torrance,2001,16660
New Mexico,Torrance,2002,16520
New Mexico,Torrance,2003,16879
New Mexico,Torrance,2004,17184
New Mexico,Torrance,2005,16702
New Mexico,Torrance,2006,16728
New Mexico,Torrance,2007,16559
New Mexico,Torrance,2008,16257
New Mexico,Torrance,2009,16414
New Mexico,Torrance,2010,16404
New Mexico,Torrance,2011,16447
New Mexico,Torrance,2012,16155
New Mexico,Torrance,2013,15825
New Mexico,Torrance,2014,15666
New Mexico,Torrance,2015,15596
New Mexico,Torrance,2016,15491
New Mexico,Torrance,2017,15535
New Mexico,Torrance,2018,15512
New Mexico,Torrance,2019,15461
New Mexico,Union,1981,4815
New Mexico,Union,1982,5219
New Mexico,Union,1983,5120
New Mexico,Union,1984,5091
New Mexico,Union,1985,4912
New Mexico,Union,1986,4849
New Mexico,Union,1987,4560
New Mexico,Union,1988,4442
New Mexico,Union,1989,4234
New Mexico,Union,1990,4115
New Mexico,Union,1991,4147
New Mexico,Union,1992,4106
New Mexico,Union,1993,4147
New Mexico,Union,1994,4240
New Mexico,Union,1995,4315
New Mexico,Union,1996,4270
New Mexico,Union,1997,4244
New Mexico,Union,1998,4218
New Mexico,Union,1999,4155
New Mexico,Union,2000,4192
New Mexico,Union,2001,4138
New Mexico,Union,2002,4138
New Mexico,Union,2003,4080
New Mexico,Union,2004,4107
New Mexico,Union,2005,4198
New Mexico,Union,2006,4210
New Mexico,Union,2007,4286
New Mexico,Union,2008,4380
New Mexico,Union,2009,4523
New Mexico,Union,2010,4541
New Mexico,Union,2011,4410
New Mexico,Union,2012,4400
New Mexico,Union,2013,4347
New Mexico,Union,2014,4246
New Mexico,Union,2015,4163
New Mexico,Union,2016,4154
New Mexico,Union,2017,4180
New Mexico,Union,2018,4108
New Mexico,Union,2019,4059
New Mexico,Valencia,1981,31379
New Mexico,Valencia,1982,32399
New Mexico,Valencia,1983,33776
New Mexico,Valencia,1984,35340
New Mexico,Valencia,1985,36616
New Mexico,Valencia,1986,39003
New Mexico,Valencia,1987,40564
New Mexico,Valencia,1988,41991
New Mexico,Valencia,1989,43927
New Mexico,Valencia,1990,45587
New Mexico,Valencia,1991,46631
New Mexico,Valencia,1992,48170
New Mexico,Valencia,1993,50800
New Mexico,Valencia,1994,53290
New Mexico,Valencia,1995,57112
New Mexico,Valencia,1996,59764
New Mexico,Valencia,1997,61935
New Mexico,Valencia,1998,63681
New Mexico,Valencia,1999,65144
New Mexico,Valencia,2000,66453
New Mexico,Valencia,2001,67591
New Mexico,Valencia,2002,68401
New Mexico,Valencia,2003,68850
New Mexico,Valencia,2004,69021
New Mexico,Valencia,2005,70093
New Mexico,Valencia,2006,71661
New Mexico,Valencia,2007,73703
New Mexico,Valencia,2008,74879
New Mexico,Valencia,2009,75770
New Mexico,Valencia,2010,76800
New Mexico,Valencia,2011,76960
New Mexico,Valencia,2012,76789
New Mexico,Valencia,2013,76491
New Mexico,Valencia,2014,75892
New Mexico,Valencia,2015,75661
New Mexico,Valencia,2016,75599
New Mexico,Valencia,2017,75884
New Mexico,Valencia,2018,76305
New Mexico,Valencia,2019,76688
Texas,Anderson,1981,40730
Texas,Anderson,1982,41873
Texas,Anderson,1983,44378
Texas,Anderson,1984,45215
Texas,Anderson,1985,46020
Texas,Anderson,1986,46495
Texas,Anderson,1987,46256
Texas,Anderson,1988,48084
Texas,Anderson,1989,48602
Texas,Anderson,1990,47980
Texas,Anderson,1991,48284
Texas,Anderson,1992,48618
Texas,Anderson,1993,49763
Texas,Anderson,1994,50729
Texas,Anderson,1995,53094
Texas,Anderson,1996,53510
Texas,Anderson,1997,54051
Texas,Anderson,1998,54290
Texas,Anderson,1999,54876
Texas,Anderson,2000,55062
Texas,Anderson,2001,54263
Texas,Anderson,2002,54740
Texas,Anderson,2003,56068
Texas,Anderson,2004,56245
Texas,Anderson,2005,56873
Texas,Anderson,2006,57386
Texas,Anderson,2007,57870
Texas,Anderson,2008,57963
Texas,Anderson,2009,58410
Texas,Anderson,2010,58493
Texas,Anderson,2011,58394
Texas,Anderson,2012,58059
Texas,Anderson,2013,57960
Texas,Anderson,2014,57829
Texas,Anderson,2015,57639
Texas,Anderson,2016,57526
Texas,Anderson,2017,58175
Texas,Anderson,2018,57974
Texas,Anderson,2019,57735
Texas,Andrews,1981,14076
Texas,Andrews,1982,15142
Texas,Andrews,1983,15742
Texas,Andrews,1984,15752
Texas,Andrews,1985,16345
Texas,Andrews,1986,16509
Texas,Andrews,1987,15329
Texas,Andrews,1988,14968
Texas,Andrews,1989,14476
Texas,Andrews,1990,14270
Texas,Andrews,1991,14404
Texas,Andrews,1992,14324
Texas,Andrews,1993,13963
Texas,Andrews,1994,13953
Texas,Andrews,1995,13723
Texas,Andrews,1996,13583
Texas,Andrews,1997,13563
Texas,Andrews,1998,13594
Texas,Andrews,1999,13225
Texas,Andrews,2000,12949
Texas,Andrews,2001,12856
Texas,Andrews,2002,13022
Texas,Andrews,2003,12976
Texas,Andrews,2004,13006
Texas,Andrews,2005,13016
Texas,Andrews,2006,13195
Texas,Andrews,2007,13513
Texas,Andrews,2008,14099
Texas,Andrews,2009,14601
Texas,Andrews,2010,14849
Texas,Andrews,2011,15386
Texas,Andrews,2012,16105
Texas,Andrews,2013,16779
Texas,Andrews,2014,17435
Texas,Andrews,2015,18072
Texas,Andrews,2016,17791
Texas,Andrews,2017,17603
Texas,Andrews,2018,18011
Texas,Andrews,2019,18705
Texas,Angelina,1981,65914
Texas,Angelina,1982,67879
Texas,Angelina,1983,68337
Texas,Angelina,1984,68314
Texas,Angelina,1985,68500
Texas,Angelina,1986,69088
Texas,Angelina,1987,68311
Texas,Angelina,1988,68777
Texas,Angelina,1989,69589
Texas,Angelina,1990,70037
Texas,Angelina,1991,70924
Texas,Angelina,1992,72300
Texas,Angelina,1993,73774
Texas,Angelina,1994,75060
Texas,Angelina,1995,75896
Texas,Angelina,1996,76852
Texas,Angelina,1997,78051
Texas,Angelina,1998,79248
Texas,Angelina,1999,79611
Texas,Angelina,2000,80270
Texas,Angelina,2001,80273
Texas,Angelina,2002,80803
Texas,Angelina,2003,81510
Texas,Angelina,2004,82070
Texas,Angelina,2005,82553
Texas,Angelina,2006,83810
Texas,Angelina,2007,84518
Texas,Angelina,2008,84961
Texas,Angelina,2009,86029
Texas,Angelina,2010,86905
Texas,Angelina,2011,87297
Texas,Angelina,2012,87509
Texas,Angelina,2013,87312
Texas,Angelina,2014,87567
Texas,Angelina,2015,87829
Texas,Angelina,2016,87682
Texas,Angelina,2017,87572
Texas,Angelina,2018,86810
Texas,Angelina,2019,86715
Texas,Aransas,1981,14908
Texas,Aransas,1982,16105
Texas,Aransas,1983,16519
Texas,Aransas,1984,17259
Texas,Aransas,1985,17707
Texas,Aransas,1986,18128
Texas,Aransas,1987,17972
Texas,Aransas,1988,18060
Texas,Aransas,1989,17954
Texas,Aransas,1990,17863
Texas,Aransas,1991,18322
Texas,Aransas,1992,18936
Texas,Aransas,1993,19378
Texas,Aransas,1994,20413
Texas,Aransas,1995,20664
Texas,Aransas,1996,21239
Texas,Aransas,1997,21888
Texas,Aransas,1998,22135
Texas,Aransas,1999,22417
Texas,Aransas,2000,22452
Texas,Aransas,2001,22287
Texas,Aransas,2002,22616
Texas,Aransas,2003,22843
Texas,Aransas,2004,23067
Texas,Aransas,2005,23561
Texas,Aransas,2006,23395
Texas,Aransas,2007,23172
Texas,Aransas,2008,23225
Texas,Aransas,2009,23291
Texas,Aransas,2010,23181
Texas,Aransas,2011,23216
Texas,Aransas,2012,23459
Texas,Aransas,2013,23889
Texas,Aransas,2014,24566
Texas,Aransas,2015,24800
Texas,Aransas,2016,25162
Texas,Aransas,2017,25392
Texas,Aransas,2018,23446
Texas,Aransas,2019,23510
Texas,Archer,1981,7537
Texas,Archer,1982,7651
Texas,Archer,1983,7954
Texas,Archer,1984,8099
Texas,Archer,1985,8041
Texas,Archer,1986,8069
Texas,Archer,1987,7980
Texas,Archer,1988,8007
Texas,Archer,1989,7963
Texas,Archer,1990,7980
Texas,Archer,1991,7761
Texas,Archer,1992,7728
Texas,Archer,1993,7865
Texas,Archer,1994,8012
Texas,Archer,1995,8224
Texas,Archer,1996,8327
Texas,Archer,1997,8329
Texas,Archer,1998,8415
Texas,Archer,1999,8455
Texas,Archer,2000,8966
Texas,Archer,2001,8849
Texas,Archer,2002,8942
Texas,Archer,2003,9013
Texas,Archer,2004,9078
Texas,Archer,2005,9068
Texas,Archer,2006,9063
Texas,Archer,2007,9026
Texas,Archer,2008,9104
Texas,Archer,2009,9023
Texas,Archer,2010,9118
Texas,Archer,2011,8840
Texas,Archer,2012,8816
Texas,Archer,2013,8801
Texas,Archer,2014,8844
Texas,Archer,2015,8763
Texas,Archer,2016,8781
Texas,Archer,2017,8783
Texas,Archer,2018,8700
Texas,Archer,2019,8553
Texas,Armstrong,1981,2006
Texas,Armstrong,1982,1967
Texas,Armstrong,1983,2045
Texas,Armstrong,1984,2022
Texas,Armstrong,1985,2054
Texas,Armstrong,1986,2197
Texas,Armstrong,1987,2175
Texas,Armstrong,1988,2108
Texas,Armstrong,1989,2043
Texas,Armstrong,1990,2018
Texas,Armstrong,1991,1935
Texas,Armstrong,1992,1930
Texas,Armstrong,1993,2003
Texas,Armstrong,1994,2040
Texas,Armstrong,1995,2061
Texas,Armstrong,1996,2095
Texas,Armstrong,1997,2131
Texas,Armstrong,1998,2081
Texas,Armstrong,1999,2116
Texas,Armstrong,2000,2166
Texas,Armstrong,2001,2128
Texas,Armstrong,2002,2036
Texas,Armstrong,2003,2001
Texas,Armstrong,2004,2023
Texas,Armstrong,2005,2037
Texas,Armstrong,2006,1989
Texas,Armstrong,2007,1936
Texas,Armstrong,2008,1936
Texas,Armstrong,2009,1911
Texas,Armstrong,2010,1902
Texas,Armstrong,2011,1936
Texas,Armstrong,2012,1953
Texas,Armstrong,2013,1940
Texas,Armstrong,2014,1913
Texas,Armstrong,2015,1901
Texas,Armstrong,2016,1843
Texas,Armstrong,2017,1867
Texas,Armstrong,2018,1879
Texas,Armstrong,2019,1887
Texas,Atascosa,1981,25595
Texas,Atascosa,1982,26475
Texas,Atascosa,1983,27586
Texas,Atascosa,1984,28251
Texas,Atascosa,1985,28746
Texas,Atascosa,1986,29426
Texas,Atascosa,1987,29912
Texas,Atascosa,1988,30526
Texas,Atascosa,1989,30502
Texas,Atascosa,1990,30554
Texas,Atascosa,1991,31191
Texas,Atascosa,1992,31540
Texas,Atascosa,1993,31996
Texas,Atascosa,1994,32850
Texas,Atascosa,1995,33962
Texas,Atascosa,1996,34934
Texas,Atascosa,1997,35650
Texas,Atascosa,1998,36755
Texas,Atascosa,1999,37736
Texas,Atascosa,2000,38805
Texas,Atascosa,2001,39828
Texas,Atascosa,2002,40767
Texas,Atascosa,2003,41306
Texas,Atascosa,2004,42109
Texas,Atascosa,2005,42495
Texas,Atascosa,2006,43059
Texas,Atascosa,2007,43611
Texas,Atascosa,2008,43947
Texas,Atascosa,2009,44623
Texas,Atascosa,2010,44965
Texas,Atascosa,2011,45504
Texas,Atascosa,2012,46438
Texas,Atascosa,2013,47021
Texas,Atascosa,2014,47715
Texas,Atascosa,2015,48363
Texas,Atascosa,2016,48720
Texas,Atascosa,2017,49083
Texas,Atascosa,2018,50322
Texas,Atascosa,2019,51153
Texas,Austin,1981,18363
