State,County,Year,Persons
Texas,Camp,1997,11266
Texas,Camp,1998,11286
Texas,Camp,1999,11376
Texas,Camp,2000,11568
Texas,Camp,2001,11399
Texas,Camp,2002,11549
Texas,Camp,2003,11582
Texas,Camp,2004,11715
Texas,Camp,2005,11990
Texas,Camp,2006,12068
Texas,Camp,2007,12253
Texas,Camp,2008,12331
Texas,Camp,2009,12364
Texas,Camp,2010,12398
Texas,Camp,2011,12422
Texas,Camp,2012,12487
Texas,Camp,2013,12462
Texas,Camp,2014,12657
Texas,Camp,2015,12699
Texas,Camp,2016,12771
Texas,Camp,2017,12845
Texas,Camp,2018,12983
Texas,Camp,2019,13094
Texas,Carson,1981,6951
Texas,Carson,1982,7325
Texas,Carson,1983,7473
Texas,Carson,1984,7285
Texas,Carson,1985,7163
Texas,Carson,1986,7097
Texas,Carson,1987,7003
Texas,Carson,1988,6787
Texas,Carson,1989,6623
Texas,Carson,1990,6553
Texas,Carson,1991,6495
Texas,Carson,1992,6462
Texas,Carson,1993,6445
Texas,Carson,1994,6521
Texas,Carson,1995,6551
Texas,Carson,1996,6524
Texas,Carson,1997,6512
Texas,Carson,1998,6523
Texas,Carson,1999,6543
Texas,Carson,2000,6492
Texas,Carson,2001,6385
Texas,Carson,2002,6508
Texas,Carson,2003,6391
Texas,Carson,2004,6381
Texas,Carson,2005,6449
Texas,Carson,2006,6413
Texas,Carson,2007,6361
Texas,Carson,2008,6260
Texas,Carson,2009,6220
Texas,Carson,2010,6162
Texas,Carson,2011,6238
Texas,Carson,2012,6089
Texas,Carson,2013,5988
Texas,Carson,2014,6036
Texas,Carson,2015,6013
Texas,Carson,2016,6096
Texas,Carson,2017,6005
Texas,Carson,2018,6007
Texas,Carson,2019,5926
Texas,Cass,1981,30077
Texas,Cass,1982,30710
Texas,Cass,1983,30595
Texas,Cass,1984,30414
Texas,Cass,1985,30410
Texas,Cass,1986,30341
Texas,Cass,1987,30149
Texas,Cass,1988,30315
Texas,Cass,1989,30029
Texas,Cass,1990,29972
Texas,Cass,1991,30106
Texas,Cass,1992,30043
Texas,Cass,1993,30261
Texas,Cass,1994,30202
Texas,Cass,1995,30362
Texas,Cass,1996,30435
Texas,Cass,1997,30468
Texas,Cass,1998,30539
Texas,Cass,1999,30416
Texas,Cass,2000,30412
Texas,Cass,2001,30134
Texas,Cass,2002,30120
Texas,Cass,2003,30065
Texas,Cass,2004,30053
Texas,Cass,2005,30088
Texas,Cass,2006,30095
Texas,Cass,2007,30176
Texas,Cass,2008,30217
Texas,Cass,2009,30297
Texas,Cass,2010,30457
Texas,Cass,2011,30281
Texas,Cass,2012,30031
Texas,Cass,2013,30237
Texas,Cass,2014,30123
Texas,Cass,2015,30140
Texas,Cass,2016,30058
Texas,Cass,2017,29966
Texas,Cass,2018,30106
Texas,Cass,2019,30026
Texas,Castro,1981,10531
Texas,Castro,1982,10474
Texas,Castro,1983,10283
Texas,Castro,1984,10014
Texas,Castro,1985,9925
Texas,Castro,1986,9678
Texas,Castro,1987,9526
Texas,Castro,1988,9364
Texas,Castro,1989,9304
Texas,Castro,1990,9007
Texas,Castro,1991,8820
Texas,Castro,1992,8744
Texas,Castro,1993,8660
Texas,Castro,1994,8605
Texas,Castro,1995,8597
Texas,Castro,1996,8489
Texas,Castro,1997,8411
Texas,Castro,1998,8448
Texas,Castro,1999,8441
Texas,Castro,2000,8229
Texas,Castro,2001,8155
Texas,Castro,2002,8083
Texas,Castro,2003,8037
Texas,Castro,2004,7947
Texas,Castro,2005,7908
Texas,Castro,2006,7780
Texas,Castro,2007,7737
Texas,Castro,2008,7758
Texas,Castro,2009,7856
Texas,Castro,2010,8126
Texas,Castro,2011,8094
Texas,Castro,2012,8262
Texas,Castro,2013,8120
Texas,Castro,2014,7927
Texas,Castro,2015,7787
Texas,Castro,2016,7765
Texas,Castro,2017,7696
Texas,Castro,2018,7588
Texas,Castro,2019,7530
Texas,Chambers,1981,18811
Texas,Chambers,1982,19676
Texas,Chambers,1983,20218
Texas,Chambers,1984,20249
Texas,Chambers,1985,20815
Texas,Chambers,1986,20474
Texas,Chambers,1987,20038
Texas,Chambers,1988,19541
Texas,Chambers,1989,19876
Texas,Chambers,1990,20144
Texas,Chambers,1991,20442
Texas,Chambers,1992,20756
Texas,Chambers,1993,21263
Texas,Chambers,1994,21901
Texas,Chambers,1995,22773
Texas,Chambers,1996,23546
Texas,Chambers,1997,24358
Texas,Chambers,1998,25086
Texas,Chambers,1999,25515
Texas,Chambers,2000,26188
Texas,Chambers,2001,26811
Texas,Chambers,2002,27490
Texas,Chambers,2003,28021
Texas,Chambers,2004,28749
Texas,Chambers,2005,29388
Texas,Chambers,2006,29980
Texas,Chambers,2007,30714
Texas,Chambers,2008,31619
Texas,Chambers,2009,34230
Texas,Chambers,2010,35456
Texas,Chambers,2011,35699
Texas,Chambers,2012,36508
Texas,Chambers,2013,37367
Texas,Chambers,2014,38296
Texas,Chambers,2015,39028
Texas,Chambers,2016,40163
Texas,Chambers,2017,41269
Texas,Chambers,2018,42227
Texas,Chambers,2019,43837
Texas,Cherokee,1981,38643
Texas,Cherokee,1982,38856
Texas,Cherokee,1983,39371
Texas,Cherokee,1984,39933
Texas,Cherokee,1985,40089
Texas,Cherokee,1986,40639
Texas,Cherokee,1987,40841
Texas,Cherokee,1988,40885
Texas,Cherokee,1989,41224
Texas,Cherokee,1990,41069
Texas,Cherokee,1991,41060
Texas,Cherokee,1992,41264
Texas,Cherokee,1993,41706
Texas,Cherokee,1994,41836
Texas,Cherokee,1995,43522
Texas,Cherokee,1996,44178
Texas,Cherokee,1997,44849
Texas,Cherokee,1998,45654
Texas,Cherokee,1999,46343
Texas,Cherokee,2000,46790
Texas,Cherokee,2001,47007
Texas,Cherokee,2002,47136
Texas,Cherokee,2003,47832
Texas,Cherokee,2004,48315
Texas,Cherokee,2005,48751
Texas,Cherokee,2006,49162
Texas,Cherokee,2007,49669
Texas,Cherokee,2008,49976
Texas,Cherokee,2009,50447
Texas,Cherokee,2010,50941
Texas,Cherokee,2011,51090
Texas,Cherokee,2012,51277
Texas,Cherokee,2013,51093
Texas,Cherokee,2014,51189
Texas,Cherokee,2015,51568
Texas,Cherokee,2016,51879
Texas,Cherokee,2017,52116
Texas,Cherokee,2018,52381
Texas,Cherokee,2019,52646
Texas,Childress,1981,6893
Texas,Childress,1982,6937
Texas,Childress,1983,6885
Texas,Childress,1984,6784
Texas,Childress,1985,6531
Texas,Childress,1986,6422
Texas,Childress,1987,6449
Texas,Childress,1988,6181
Texas,Childress,1989,5955
Texas,Childress,1990,5958
Texas,Childress,1991,5980
Texas,Childress,1992,6282
Texas,Childress,1993,6382
Texas,Childress,1994,6384
Texas,Childress,1995,7857
Texas,Childress,1996,7895
Texas,Childress,1997,7958
Texas,Childress,1998,7713
Texas,Childress,1999,7667
Texas,Childress,2000,7676
Texas,Childress,2001,7531
Texas,Childress,2002,7428
Texas,Childress,2003,7411
Texas,Childress,2004,7366
Texas,Childress,2005,7205
Texas,Childress,2006,7214
Texas,Childress,2007,7148
Texas,Childress,2008,7123
Texas,Childress,2009,7030
Texas,Childress,2010,7070
Texas,Childress,2011,7027
Texas,Childress,2012,7100
Texas,Childress,2013,7055
Texas,Childress,2014,7196
Texas,Childress,2015,7169
Texas,Childress,2016,7204
Texas,Childress,2017,7269
Texas,Childress,2018,7315
Texas,Childress,2019,7306
Texas,Clay,1981,9628
Texas,Clay,1982,10016
Texas,Clay,1983,10243
Texas,Clay,1984,10304
Texas,Clay,1985,10294
Texas,Clay,1986,10159
Texas,Clay,1987,9986
Texas,Clay,1988,10072
Texas,Clay,1989,10105
Texas,Clay,1990,10000
Texas,Clay,1991,9792
Texas,Clay,1992,9684
Texas,Clay,1993,9874
Texas,Clay,1994,10067
Texas,Clay,1995,10214
Texas,Clay,1996,10507
Texas,Clay,1997,10588
Texas,Clay,1998,10671
Texas,Clay,1999,10673
Texas,Clay,2000,11064
Texas,Clay,2001,11131
Texas,Clay,2002,11292
Texas,Clay,2003,11270
Texas,Clay,2004,11278
Texas,Clay,2005,11317
Texas,Clay,2006,11157
Texas,Clay,2007,11051
Texas,Clay,2008,10843
Texas,Clay,2009,10832
Texas,Clay,2010,10737
Texas,Clay,2011,10668
Texas,Clay,2012,10523
Texas,Clay,2013,10455
Texas,Clay,2014,10377
Texas,Clay,2015,10359
Texas,Clay,2016,10251
Texas,Clay,2017,10484
Texas,Clay,2018,10448
Texas,Clay,2019,10471
Texas,Cochran,1981,4760
Texas,Cochran,1982,4890
Texas,Cochran,1983,4613
Texas,Cochran,1984,4589
Texas,Cochran,1985,4625
Texas,Cochran,1986,4337
Texas,Cochran,1987,4279
Texas,Cochran,1988,4252
Texas,Cochran,1989,4420
Texas,Cochran,1990,4369
Texas,Cochran,1991,4151
Texas,Cochran,1992,4182
Texas,Cochran,1993,4078
Texas,Cochran,1994,4077
Texas,Cochran,1995,4083
Texas,Cochran,1996,3981
Texas,Cochran,1997,3860
Texas,Cochran,1998,3850
Texas,Cochran,1999,3741
Texas,Cochran,2000,3707
Texas,Cochran,2001,3674
Texas,Cochran,2002,3521
Texas,Cochran,2003,3490
Texas,Cochran,2004,3373
Texas,Cochran,2005,3338
Texas,Cochran,2006,3257
Texas,Cochran,2007,3194
Texas,Cochran,2008,3100
Texas,Cochran,2009,3086
Texas,Cochran,2010,3147
Texas,Cochran,2011,3082
Texas,Cochran,2012,3028
Texas,Cochran,2013,3009
Texas,Cochran,2014,2945
Texas,Cochran,2015,2977
Texas,Cochran,2016,2921
Texas,Cochran,2017,2853
Texas,Cochran,2018,2831
Texas,Cochran,2019,2853
Texas,Coke,1981,3381
Texas,Coke,1982,3546
Texas,Coke,1983,3744
Texas,Coke,1984,3743
Texas,Coke,1985,3673
Texas,Coke,1986,3579
Texas,Coke,1987,3554
Texas,Coke,1988,3607
Texas,Coke,1989,3475
Texas,Coke,1990,3415
Texas,Coke,1991,3453
Texas,Coke,1992,3481
Texas,Coke,1993,3562
Texas,Coke,1994,3645
Texas,Coke,1995,3623
Texas,Coke,1996,3720
Texas,Coke,1997,3794
Texas,Coke,1998,3846
Texas,Coke,1999,3865
Texas,Coke,2000,3844
Texas,Coke,2001,3810
Texas,Coke,2002,3732
Texas,Coke,2003,3678
Texas,Coke,2004,3559
Texas,Coke,2005,3540
Texas,Coke,2006,3492
Texas,Coke,2007,3375
Texas,Coke,2008,3348
Texas,Coke,2009,3310
Texas,Coke,2010,3319
Texas,Coke,2011,3266
Texas,Coke,2012,3202
Texas,Coke,2013,3180
Texas,Coke,2014,3217
Texas,Coke,2015,3227
Texas,Coke,2016,3259
Texas,Coke,2017,3285
Texas,Coke,2018,3355
Texas,Coke,2019,3387
Texas,Coleman,1981,10556
Texas,Coleman,1982,10578
Texas,Coleman,1983,10740
Texas,Coleman,1984,10920
Texas,Coleman,1985,10617
Texas,Coleman,1986,10381
Texas,Coleman,1987,10125
Texas,Coleman,1988,10026
Texas,Coleman,1989,9831
Texas,Coleman,1990,9675
Texas,Coleman,1991,9419
Texas,Coleman,1992,9529
Texas,Coleman,1993,9530
Texas,Coleman,1994,9581
Texas,Coleman,1995,9590
Texas,Coleman,1996,9666
Texas,Coleman,1997,9711
Texas,Coleman,1998,9494
Texas,Coleman,1999,9363
Texas,Coleman,2000,9180
Texas,Coleman,2001,9103
Texas,Coleman,2002,8937
Texas,Coleman,2003,8827
Texas,Coleman,2004,8817
Texas,Coleman,2005,8739
Texas,Coleman,2006,8853
Texas,Coleman,2007,8774
Texas,Coleman,2008,8899
Texas,Coleman,2009,8867
Texas,Coleman,2010,8870
Texas,Coleman,2011,8743
Texas,Coleman,2012,8667
Texas,Coleman,2013,8526
Texas,Coleman,2014,8416
Texas,Coleman,2015,8316
Texas,Coleman,2016,8412
Texas,Coleman,2017,8399
Texas,Coleman,2018,8367
Texas,Coleman,2019,8175
Texas,Collin,1981,153957
Texas,Collin,1982,164703
Texas,Collin,1983,175366
Texas,Collin,1984,189057
Texas,Collin,1985,204221
Texas,Collin,1986,218233
Texas,Collin,1987,230458
Texas,Collin,1988,242017
Texas,Collin,1989,253558
Texas,Collin,1990,266856
Texas,Collin,1991,279114
Texas,Collin,1992,292321
Texas,Collin,1993,310668
Texas,Collin,1994,330867
Texas,Collin,1995,352738
Texas,Collin,1996,378488
Texas,Collin,1997,408371
Texas,Collin,1998,438214
Texas,Collin,1999,468620
Texas,Collin,2000,499118
Texas,Collin,2001,534642
Texas,Collin,2002,563565
Texas,Collin,2003,589394
Texas,Collin,2004,617802
Texas,Collin,2005,647187
Texas,Collin,2006,683935
Texas,Collin,2007,714330
Texas,Collin,2008,741264
Texas,Collin,2009,765791
Texas,Collin,2010,787614
Texas,Collin,2011,812540
Texas,Collin,2012,835230
Texas,Collin,2013,856398
Texas,Collin,2014,884688
Texas,Collin,2015,915243
Texas,Collin,2016,943742
Texas,Collin,2017,971864
Texas,Collin,2018,1004307
Texas,Collin,2019,1034730
Texas,Collingsworth,1981,4632
Texas,Collingsworth,1982,4596
Texas,Collingsworth,1983,4392
Texas,Collingsworth,1984,4349
Texas,Collingsworth,1985,4098
Texas,Collingsworth,1986,3895
Texas,Collingsworth,1987,3797
Texas,Collingsworth,1988,3786
Texas,Collingsworth,1989,3644
Texas,Collingsworth,1990,3553
Texas,Collingsworth,1991,3518
Texas,Collingsworth,1992,3540
Texas,Collingsworth,1993,3504
Texas,Collingsworth,1994,3411
Texas,Collingsworth,1995,3407
Texas,Collingsworth,1996,3361
Texas,Collingsworth,1997,3396
Texas,Collingsworth,1998,3342
Texas,Collingsworth,1999,3213
Texas,Collingsworth,2000,3193
Texas,Collingsworth,2001,3086
Texas,Collingsworth,2002,3093
Texas,Collingsworth,2003,3026
Texas,Collingsworth,2004,3028
Texas,Collingsworth,2005,2980
Texas,Collingsworth,2006,2952
Texas,Collingsworth,2007,2973
Texas,Collingsworth,2008,3017
Texas,Collingsworth,2009,3042
Texas,Collingsworth,2010,3054
Texas,Collingsworth,2011,3085
Texas,Collingsworth,2012,3024
Texas,Collingsworth,2013,3100
Texas,Collingsworth,2014,3016
Texas,Collingsworth,2015,3010
Texas,Collingsworth,2016,3007
Texas,Collingsworth,2017,2964
Texas,Collingsworth,2018,2942
Texas,Collingsworth,2019,2920
Texas,Colorado,1981,19319
Texas,Colorado,1982,19884
Texas,Colorado,1983,20239
Texas,Colorado,1984,20424
Texas,Colorado,1985,20424
Texas,Colorado,1986,20153
Texas,Colorado,1987,19566
Texas,Colorado,1988,19066
Texas,Colorado,1989,18425
Texas,Colorado,1990,18400
Texas,Colorado,1991,18424
Texas,Colorado,1992,18639
Texas,Colorado,1993,18762
Texas,Colorado,1994,19062
Texas,Colorado,1995,19222
Texas,Colorado,1996,19414
Texas,Colorado,1997,19842
Texas,Colorado,1998,20086
Texas,Colorado,1999,20355
Texas,Colorado,2000,20326
Texas,Colorado,2001,20125
Texas,Colorado,2002,20328
Texas,Colorado,2003,20507
Texas,Colorado,2004,20450
Texas,Colorado,2005,20493
Texas,Colorado,2006,20608
Texas,Colorado,2007,20648
Texas,Colorado,2008,20818
Texas,Colorado,2009,20784
Texas,Colorado,2010,20872
Texas,Colorado,2011,20806
Texas,Colorado,2012,20724
Texas,Colorado,2013,20717
Texas,Colorado,2014,20696
Texas,Colorado,2015,20951
Texas,Colorado,2016,21081
Texas,Colorado,2017,21291
Texas,Colorado,2018,21305
Texas,Colorado,2019,21493
Texas,Comal,1981,37704
Texas,Comal,1982,39057
Texas,Comal,1983,40875
Texas,Comal,1984,42951
Texas,Comal,1985,45098
Texas,Comal,1986,47111
Texas,Comal,1987,49110
Texas,Comal,1988,50121
Texas,Comal,1989,51567
Texas,Comal,1990,51935
Texas,Comal,1991,53169
Texas,Comal,1992,55168
Texas,Comal,1993,57328
Texas,Comal,1994,60579
Texas,Comal,1995,63553
Texas,Comal,1996,67170
Texas,Comal,1997,69957
Texas,Comal,1998,72954
Texas,Comal,1999,75919
Texas,Comal,2000,78583
Texas,Comal,2001,80630
Texas,Comal,2002,82797
Texas,Comal,2003,84837
Texas,Comal,2004,88119
Texas,Comal,2005,91018
Texas,Comal,2006,95637
Texas,Comal,2007,99540
Texas,Comal,2008,103272
Texas,Comal,2009,106350
Texas,Comal,2010,109306
Texas,Comal,2011,112113
Texas,Comal,2012,114873
Texas,Comal,2013,118627
Texas,Comal,2014,123214
Texas,Comal,2015,128795
Texas,Comal,2016,134343
Texas,Comal,2017,140721
Texas,Comal,2018,148141
Texas,Comal,2019,156209
Texas,Comanche,1981,12833
Texas,Comanche,1982,13119
Texas,Comanche,1983,13474
Texas,Comanche,1984,13450
Texas,Comanche,1985,13378
Texas,Comanche,1986,13388
Texas,Comanche,1987,13289
Texas,Comanche,1988,13445
Texas,Comanche,1989,13305
Texas,Comanche,1990,13375
Texas,Comanche,1991,13335
Texas,Comanche,1992,13430
Texas,Comanche,1993,13599
Texas,Comanche,1994,13523
Texas,Comanche,1995,13608
Texas,Comanche,1996,13728
Texas,Comanche,1997,13824
Texas,Comanche,1998,13831
Texas,Comanche,1999,14031
Texas,Comanche,2000,13998
Texas,Comanche,2001,13710
Texas,Comanche,2002,13582
Texas,Comanche,2003,13526
Texas,Comanche,2004,13646
Texas,Comanche,2005,13746
Texas,Comanche,2006,13814
Texas,Comanche,2007,13775
Texas,Comanche,2008,13834
Texas,Comanche,2009,13912
Texas,Comanche,2010,13953
Texas,Comanche,2011,13867
Texas,Comanche,2012,13723
Texas,Comanche,2013,13554
Texas,Comanche,2014,13472
Texas,Comanche,2015,13395
Texas,Comanche,2016,13543
Texas,Comanche,2017,13533
Texas,Comanche,2018,13540
Texas,Comanche,2019,13635
Texas,Concho,1981,3019
Texas,Concho,1982,3096
Texas,Concho,1983,3119
Texas,Concho,1984,3160
Texas,Concho,1985,3073
Texas,Concho,1986,3060
Texas,Concho,1987,2943
Texas,Concho,1988,2927
Texas,Concho,1989,2983
Texas,Concho,1990,3084
Texas,Concho,1991,3160
Texas,Concho,1992,3269
Texas,Concho,1993,3410
Texas,Concho,1994,3492
Texas,Concho,1995,3520
Texas,Concho,1996,3656
Texas,Concho,1997,3752
Texas,Concho,1998,3883
Texas,Concho,1999,3894
Texas,Concho,2000,3963
Texas,Concho,2001,3921
Texas,Concho,2002,3959
Texas,Concho,2003,3991
Texas,Concho,2004,4018
Texas,Concho,2005,4039
Texas,Concho,2006,3957
Texas,Concho,2007,4018
Texas,Concho,2008,4108
Texas,Concho,2009,4076
Texas,Concho,2010,4102
Texas,Concho,2011,4124
Texas,Concho,2012,4085
Texas,Concho,2013,4122
Texas,Concho,2014,4089
Texas,Concho,2015,4072
Texas,Concho,2016,4140
Texas,Concho,2017,2707
Texas,Concho,2018,2683
Texas,Concho,2019,2726
Texas,Cooke,1981,28438
Texas,Cooke,1982,28894
Texas,Cooke,1983,29028
Texas,Cooke,1984,29174
Texas,Cooke,1985,29397
Texas,Cooke,1986,29623
Texas,Cooke,1987,30536
Texas,Cooke,1988,30689
Texas,Cooke,1989,30051
Texas,Cooke,1990,31014
Texas,Cooke,1991,30912
Texas,Cooke,1992,31509
Texas,Cooke,1993,31666
Texas,Cooke,1994,32347
Texas,Cooke,1995,33034
Texas,Cooke,1996,33797
Texas,Cooke,1997,34771
Texas,Cooke,1998,35122
Texas,Cooke,1999,35883
Texas,Cooke,2000,36433
Texas,Cooke,2001,36844
Texas,Cooke,2002,37390
Texas,Cooke,2003,37598
Texas,Cooke,2004,37815
Texas,Cooke,2005,38143
Texas,Cooke,2006,38241
Texas,Cooke,2007,38252
Texas,Cooke,2008,38223
Texas,Cooke,2009,38413
Texas,Cooke,2010,38472
Texas,Cooke,2011,38443
Texas,Cooke,2012,38717
Texas,Cooke,2013,38456
Texas,Cooke,2014,38764
Texas,Cooke,2015,39170
Texas,Cooke,2016,39343
Texas,Cooke,2017,39932
Texas,Cooke,2018,40504
Texas,Cooke,2019,41257
Texas,Coryell,1981,57472
Texas,Coryell,1982,59496
Texas,Coryell,1983,59235
Texas,Coryell,1984,57608
Texas,Coryell,1985,60121
Texas,Coryell,1986,58620
Texas,Coryell,1987,60858
Texas,Coryell,1988,62316
Texas,Coryell,1989,63638
Texas,Coryell,1990,64341
Texas,Coryell,1991,61550
Texas,Coryell,1992,64159
Texas,Coryell,1993,67218
Texas,Coryell,1994,71651
Texas,Coryell,1995,72812
Texas,Coryell,1996,73265
Texas,Coryell,1997,74125
Texas,Coryell,1998,74533
Texas,Coryell,1999,74264
Texas,Coryell,2000,75199
Texas,Coryell,2001,74083
Texas,Coryell,2002,73135
Texas,Coryell,2003,71364
Texas,Coryell,2004,71943
Texas,Coryell,2005,72610
Texas,Coryell,2006,72217
Texas,Coryell,2007,73324
Texas,Coryell,2008,74552
Texas,Coryell,2009,74673
Texas,Coryell,2010,75651
Texas,Coryell,2011,76625
Texas,Coryell,2012,78458
Texas,Coryell,2013,76761
Texas,Coryell,2014,76166
Texas,Coryell,2015,76145
Texas,Coryell,2016,74803
Texas,Coryell,2017,74760
Texas,Coryell,2018,74741
Texas,Coryell,2019,75951
Texas,Cottle,1981,2846
Texas,Cottle,1982,2845
Texas,Cottle,1983,2823
Texas,Cottle,1984,2794
Texas,Cottle,1985,2706
Texas,Cottle,1986,2528
Texas,Cottle,1987,2450
Texas,Cottle,1988,2386
Texas,Cottle,1989,2322
Texas,Cottle,1990,2221
Texas,Cottle,1991,2165
Texas,Cottle,1992,2120
Texas,Cottle,1993,2108
Texas,Cottle,1994,2075
Texas,Cottle,1995,2052
Texas,Cottle,1996,2034
Texas,Cottle,1997,2008
Texas,Cottle,1998,1987
Texas,Cottle,1999,1966
Texas,Cottle,2000,1883
Texas,Cottle,2001,1774
Texas,Cottle,2002,1726
Texas,Cottle,2003,1699
Texas,Cottle,2004,1679
Texas,Cottle,2005,1653
Texas,Cottle,2006,1577
Texas,Cottle,2007,1513
Texas,Cottle,2008,1527
Texas,Cottle,2009,1509
Texas,Cottle,2010,1512
Texas,Cottle,2011,1507
Texas,Cottle,2012,1485
Texas,Cottle,2013,1442
Texas,Cottle,2014,1429
Texas,Cottle,2015,1439
Texas,Cottle,2016,1402
Texas,Cottle,2017,1375
Texas,Cottle,2018,1382
Texas,Cottle,2019,1398
Texas,Crane,1981,4812
Texas,Crane,1982,5115
Texas,Crane,1983,5513
Texas,Crane,1984,5458
Texas,Crane,1985,5241
Texas,Crane,1986,5260
Texas,Crane,1987,4878
Texas,Crane,1988,4752
Texas,Crane,1989,4673
Texas,Crane,1990,4624
Texas,Crane,1991,4686
Texas,Crane,1992,4585
Texas,Crane,1993,4474
Texas,Crane,1994,4492
Texas,Crane,1995,4338
Texas,Crane,1996,4337
Texas,Crane,1997,4297
Texas,Crane,1998,4288
Texas,Crane,1999,4125
Texas,Crane,2000,3951
Texas,Crane,2001,3893
Texas,Crane,2002,3891
Texas,Crane,2003,3847
Texas,Crane,2004,3865
Texas,Crane,2005,3840
Texas,Crane,2006,3855
Texas,Crane,2007,3976
Texas,Crane,2008,4157
Texas,Crane,2009,4333
Texas,Crane,2010,4382
Texas,Crane,2011,4358
Texas,Crane,2012,4525
Texas,Crane,2013,4718
Texas,Crane,2014,4897
Texas,Crane,2015,4995
Texas,Crane,2016,4779
Texas,Crane,2017,4685
Texas,Crane,2018,4755
Texas,Crane,2019,4797
Texas,Crockett,1981,4953
Texas,Crockett,1982,5155
Texas,Crockett,1983,5166
Texas,Crockett,1984,4941
Texas,Crockett,1985,4720
Texas,Crockett,1986,4625
Texas,Crockett,1987,4480
Texas,Crockett,1988,4239
Texas,Crockett,1989,4107
Texas,Crockett,1990,4067
Texas,Crockett,1991,4095
Texas,Crockett,1992,4036
Texas,Crockett,1993,4113
Texas,Crockett,1994,4159
Texas,Crockett,1995,4279
Texas,Crockett,1996,4280
Texas,Crockett,1997,4426
Texas,Crockett,1998,4414
Texas,Crockett,1999,4280
Texas,Crockett,2000,4012
Texas,Crockett,2001,3844
Texas,Crockett,2002,3841
Texas,Crockett,2003,3862
Texas,Crockett,2004,3857
Texas,Crockett,2005,3851
Texas,Crockett,2006,3739
Texas,Crockett,2007,3759
Texas,Crockett,2008,3783
Texas,Crockett,2009,3740
Texas,Crockett,2010,3701
Texas,Crockett,2011,3652
Texas,Crockett,2012,3705
Texas,Crockett,2013,3763
Texas,Crockett,2014,3790
Texas,Crockett,2015,3735
Texas,Crockett,2016,3642
Texas,Crockett,2017,3535
Texas,Crockett,2018,3439
Texas,Crockett,2019,3464
Texas,Crosby,1981,8855
Texas,Crosby,1982,8560
Texas,Crosby,1983,8507
Texas,Crosby,1984,8320
Texas,Crosby,1985,8014
Texas,Crosby,1986,7731
Texas,Crosby,1987,7474
Texas,Crosby,1988,7393
Texas,Crosby,1989,7352
Texas,Crosby,1990,7328
Texas,Crosby,1991,7267
Texas,Crosby,1992,7225
Texas,Crosby,1993,7223
Texas,Crosby,1994,7298
Texas,Crosby,1995,7336
Texas,Crosby,1996,7359
Texas,Crosby,1997,7380
Texas,Crosby,1998,7263
Texas,Crosby,1999,7106
Texas,Crosby,2000,7053
Texas,Crosby,2001,6955
Texas,Crosby,2002,6852
Texas,Crosby,2003,6718
Texas,Crosby,2004,6625
Texas,Crosby,2005,6521
Texas,Crosby,2006,6466
Texas,Crosby,2007,6262
Texas,Crosby,2008,6192
Texas,Crosby,2009,6057
Texas,Crosby,2010,6026
Texas,Crosby,2011,6044
Texas,Crosby,2012,6036
Texas,Crosby,2013,5924
Texas,Crosby,2014,5825
Texas,Crosby,2015,5918
Texas,Crosby,2016,5911
Texas,Crosby,2017,5849
Texas,Crosby,2018,5764
Texas,Crosby,2019,5737
Texas,Culberson,1981,3402
Texas,Culberson,1982,3574
Texas,Culberson,1983,3675
Texas,Culberson,1984,3729
Texas,Culberson,1985,3600
Texas,Culberson,1986,3555
Texas,Culberson,1987,3589
Texas,Culberson,1988,3482
Texas,Culberson,1989,3357
Texas,Culberson,1990,3406
Texas,Culberson,1991,3264
Texas,Culberson,1992,3211
Texas,Culberson,1993,3212
Texas,Culberson,1994,3258
Texas,Culberson,1995,3230
Texas,Culberson,1996,3201
Texas,Culberson,1997,3139
Texas,Culberson,1998,3039
Texas,Culberson,1999,3063
Texas,Culberson,2000,2948
Texas,Culberson,2001,2865
Texas,Culberson,2002,2829
Texas,Culberson,2003,2778
Texas,Culberson,2004,2695
Texas,Culberson,2005,2648
Texas,Culberson,2006,2587
Texas,Culberson,2007,2536
Texas,Culberson,2008,2490
Texas,Culberson,2009,2384
Texas,Culberson,2010,2403
Texas,Culberson,2011,2393
Texas,Culberson,2012,2316
Texas,Culberson,2013,2306
Texas,Culberson,2014,2282
Texas,Culberson,2015,2254
Texas,Culberson,2016,2220
Texas,Culberson,2017,2230
Texas,Culberson,2018,2194
Texas,Culberson,2019,2171
Texas,Dallam,1981,6621
Texas,Dallam,1982,6587
Texas,Dallam,1983,6388
Texas,Dallam,1984,6378
Texas,Dallam,1985,6225
Texas,Dallam,1986,6091
Texas,Dallam,1987,5702
Texas,Dallam,1988,5508
Texas,Dallam,1989,5543
Texas,Dallam,1990,5446
Texas,Dallam,1991,5471
Texas,Dallam,1992,5471
Texas,Dallam,1993,5560
Texas,Dallam,1994,5753
Texas,Dallam,1995,6099
Texas,Dallam,1996,6031
Texas,Dallam,1997,6108
Texas,Dallam,1998,6219
Texas,Dallam,1999,6247
Texas,Dallam,2000,6224
Texas,Dallam,2001,6210
Texas,Dallam,2002,6159
Texas,Dallam,2003,6148
Texas,Dallam,2004,6208
Texas,Dallam,2005,6238
Texas,Dallam,2006,6205
Texas,Dallam,2007,6336
Texas,Dallam,2008,6506
Texas,Dallam,2009,6571
Texas,Dallam,2010,6747
Texas,Dallam,2011,6888
Texas,Dallam,2012,7059
