Year,Source Type,UseType,County,Estimated,Volume,RelatedtoCOG
2011,Groundwater,Domestic,CONCHO,Yes,8472126,No
2012,Groundwater,Domestic,WINKLER,Yes,8472126,No
2013,Groundwater,Domestic,COTTLE,Yes,8472126,No
2014,Groundwater,Mining,NOLAN,Yes,8472126,Yes
2014,Groundwater,Domestic,KENT,Yes,8472126,No
2015,Groundwater,Livestock,GARZA,Yes,8472126,No
2016,Groundwater,Domestic,KINNEY,Yes,8472126,No
2016,Groundwater,Domestic,MENARD,Yes,8472126,No
2016,Groundwater,Livestock,GARZA,Yes,8472126,No
2017,Groundwater,Domestic,MENARD,Yes,8472126,No
2001,Surface,Livestock,DAWSON,Yes,8472126,No
2002,Surface,Livestock,HUDSPETH,Yes,8472126,No
2002,Surface,Livestock,JEFF DAVIS,Yes,8472126,No
2002,Surface,Livestock,COCHRAN,Yes,8472126,No
2002,Surface,Livestock,BREWSTER,Yes,8472126,No
2003,Surface,Livestock,ANDREWS,Yes,8472126,No
2003,Surface,Livestock,REEVES,Yes,8472126,No
2004,Surface,Livestock,ANDREWS,Yes,8472126,No
2005,Surface,Livestock,VAL VERDE,Yes,8472126,No
2007,Surface,Livestock,KINNEY,Yes,8472126,No
2007,Surface,Livestock,KENT,Yes,8472126,No
2008,Surface,Mining,BORDEN,Yes,8472126,Yes
2009,Surface,Livestock,VAL VERDE,Yes,8472126,No
2009,Surface,Mining,CROSBY,Yes,8472126,Yes
2012,Surface,Livestock,CROCKETT,Yes,8472126,No
2012,Surface,Livestock,KENT,Yes,8472126,No
2016,Surface,Livestock,MARTIN,Yes,8472126,No
2013,Reuse,Mining,COKE,Yes,8472126,Yes
2018,Groundwater,Domestic,KINNEY,Yes,8472126,No
2018,Groundwater,Domestic,SUTTON,Yes,8472126,No
2000,Groundwater,Livestock,BORDEN,Yes,8472125,No
2014,Groundwater,Domestic,CULBERSON,Yes,8472125,No
2000,Groundwater,Domestic,CONCHO,Yes,8146275,No
2000,Groundwater,Domestic,TERRELL,Yes,8146275,No
2001,Groundwater,Domestic,CONCHO,Yes,8146275,No
2002,Groundwater,Livestock,SCURRY,Yes,8146275,No
2003,Groundwater,Domestic,CROCKETT,Yes,8146275,No
2003,Groundwater,Livestock,SCURRY,Yes,8146275,No
2004,Groundwater,Domestic,CROCKETT,Yes,8146275,No
2005,Groundwater,Irrigation,KING,Yes,8146275,No
2005,Groundwater,Domestic,CONCHO,Yes,8146275,No
2006,Groundwater,Irrigation,ECTOR,Yes,8146275,No
2006,Groundwater,Domestic,TERRELL,Yes,8146275,No
2000,Surface,Livestock,JEFF DAVIS,Yes,8146275,No
2014,Groundwater,Livestock,GARZA,Yes,8146275,No
2015,Groundwater,Domestic,UPTON,Yes,8146275,No
2002,Surface,Livestock,DAWSON,Yes,8146275,No
2006,Surface,Livestock,VAL VERDE,Yes,8146275,No
2008,Surface,Mining,HOWARD,Yes,8146275,Yes
2008,Surface,Livestock,JEFF DAVIS,Yes,8146275,No
2008,Surface,Livestock,REAL,Yes,8146275,No
2008,Surface,Mining,NOLAN,Yes,8146275,Yes
2009,Surface,Mining,WINKLER,Yes,8146275,Yes
2010,Surface,Livestock,STERLING,Yes,8146275,No
2010,Surface,Livestock,KINNEY,Yes,8146275,No
2011,Surface,Livestock,KINNEY,Yes,8146275,No
2011,Surface,Livestock,VAL VERDE,Yes,8146275,No
2011,Surface,Livestock,TERRY,Yes,8146275,No
2013,Surface,Livestock,GLASSCOCK,Yes,8146275,No
2014,Surface,Livestock,MARTIN,Yes,8146275,No
2015,Surface,Livestock,MARTIN,Yes,8146275,No
2011,Reuse,Mining,STERLING,Yes,8146275,Yes
2014,Reuse,Mining,HOCKLEY,Yes,8146275,Yes
2014,Reuse,Mining,MITCHELL,Yes,8146275,Yes
2018,Surface Water,Livestock,BREWSTER,Yes,8146275,No
2018,Surface Water,Livestock,JEFF DAVIS,Yes,8146275,No
2018,Groundwater,Mining,CRANE,Yes,8146275,Yes
2018,Surface Water,Livestock,STERLING,Yes,8146275,No
2001,Groundwater,Livestock,BORDEN,Yes,8146274,No
2007,Groundwater,Domestic,CROCKETT,Yes,7820425,No
2001,Groundwater,Irrigation,REAL,Yes,7820424,No
2001,Groundwater,Domestic,TERRELL,Yes,7820424,No
2002,Groundwater,Irrigation,REAL,Yes,7820424,No
2002,Groundwater,Domestic,CONCHO,Yes,7820424,No
2003,Groundwater,Domestic,CONCHO,Yes,7820424,No
2003,Groundwater,Livestock,BORDEN,Yes,7820424,No
2003,Groundwater,Livestock,DICKENS,Yes,7820424,No
2004,Groundwater,Livestock,SCURRY,Yes,7820424,No
2005,Groundwater,Domestic,TERRELL,Yes,7820424,No
2006,Groundwater,Irrigation,KIMBLE,Yes,7820424,No
2006,Groundwater,Domestic,KINNEY,Yes,7820424,No
2008,Groundwater,Mining,EDWARDS,Yes,7820424,Yes
2008,Groundwater,Domestic,TERRELL,Yes,7820424,No
2009,Groundwater,Domestic,CONCHO,Yes,7820424,No
2009,Groundwater,Domestic,KING,Yes,7820424,No
2010,Groundwater,Domestic,CONCHO,Yes,7820424,No
2012,Groundwater,Mining,MITCHELL,Yes,7820424,Yes
2015,Groundwater,Domestic,MOTLEY,Yes,7820424,No
2001,Surface,Livestock,CROCKETT,Yes,7820424,No
2001,Surface,Livestock,REAL,Yes,7820424,No
2002,Surface,Livestock,REAL,Yes,7820424,No
2002,Surface,Livestock,CULBERSON,Yes,7820424,No
2007,Surface,Livestock,COCHRAN,Yes,7820424,No
2007,Surface,Livestock,HOCKLEY,Yes,7820424,No
2008,Surface,Mining,VAL VERDE,Yes,7820424,Yes
2008,Surface,Livestock,ECTOR,Yes,7820424,No
2010,Surface,Livestock,VAL VERDE,Yes,7820424,No
2011,Surface,Livestock,JEFF DAVIS,Yes,7820424,No
2011,Surface,Livestock,STERLING,Yes,7820424,No
2013,Surface,Livestock,CROCKETT,Yes,7820424,No
2016,Surface,Livestock,KENT,Yes,7820424,No
2016,Surface,Livestock,STERLING,Yes,7820424,No
2016,Surface,Livestock,KINNEY,Yes,7820424,No
2017,Surface,Livestock,STERLING,Yes,7820424,No
2017,Surface,Livestock,BREWSTER,Yes,7820424,No
2017,Surface,Livestock,JEFF DAVIS,Yes,7820424,No
2014,Reuse,Mining,SCHLEICHER,Yes,7820424,Yes
2018,Surface Water,Livestock,GLASSCOCK,Yes,7820424,No
2004,Groundwater,Livestock,BORDEN,Yes,7820423,No
2004,Groundwater,Livestock,DICKENS,Yes,7494574,No
2008,Groundwater,Domestic,CONCHO,Yes,7494574,No
2013,Groundwater,Domestic,MITCHELL,Yes,7494574,No
2000,Groundwater,Irrigation,REAL,Yes,7494573,No
2001,Groundwater,Domestic,KINNEY,Yes,7494573,No
2002,Groundwater,Domestic,KINNEY,Yes,7494573,No
2003,Groundwater,Domestic,TERRELL,Yes,7494573,No
2003,Groundwater,Livestock,COKE,Yes,7494573,No
2004,Groundwater,Domestic,CONCHO,Yes,7494573,No
2004,Groundwater,Domestic,TERRELL,Yes,7494573,No
2000,Surface,Livestock,COCHRAN,Yes,7494573,No
2009,Groundwater,Mining,VAL VERDE,Yes,7494573,Yes
2011,Groundwater,Mining,GAINES,Yes,7494573,Yes
2012,Groundwater,Mining,TERRY,Yes,7494573,Yes
2000,Surface,Livestock,DAWSON,Yes,7494573,No
2005,Surface,Livestock,MARTIN,Yes,7494573,No
2007,Surface,Irrigation,TERRELL,Yes,7494573,No
2007,Surface,Irrigation,EDWARDS,Yes,7494573,No
2008,Surface,Mining,LOVING,Yes,7494573,Yes
2008,Surface,Livestock,COCHRAN,Yes,7494573,No
2008,Surface,Livestock,COCHRAN,Yes,7494573,No
2008,Surface,Livestock,GAINES,Yes,7494573,No
2009,Surface,Livestock,COCHRAN,Yes,7494573,No
2009,Surface,Livestock,COCHRAN,Yes,7494573,No
2009,Surface,Mining,TERRELL,Yes,7494573,Yes
2009,Surface,Mining,TERRY,Yes,7494573,Yes
2010,Surface,Livestock,JEFF DAVIS,Yes,7494573,No
2010,Surface,Livestock,EDWARDS,Yes,7494573,No
2010,Surface,Mining,CROCKETT,Yes,7494573,Yes
2010,Surface,Mining,TERRY,Yes,7494573,Yes
2011,Surface,Livestock,EDWARDS,Yes,7494573,No
2011,Surface,Livestock,DAWSON,Yes,7494573,No
2011,Surface,Livestock,GAINES,Yes,7494573,No
2012,Surface,Livestock,KINNEY,Yes,7494573,No
2013,Surface,Livestock,STERLING,Yes,7494573,No
2013,Surface,Livestock,KENT,Yes,7494573,No
2013,Surface,Livestock,KINNEY,Yes,7494573,No
2014,Surface,Livestock,STERLING,Yes,7494573,No
2014,Surface,Livestock,KENT,Yes,7494573,No
2015,Surface,Livestock,STERLING,Yes,7494573,No
2015,Surface,Livestock,KENT,Yes,7494573,No
2015,Surface,Livestock,KINNEY,Yes,7494573,No
2017,Surface,Livestock,GLASSCOCK,Yes,7494573,No
2017,Surface,Livestock,KINNEY,Yes,7494573,No
2018,Surface Water,Livestock,CROCKETT,Yes,7494573,No
2018,Surface Water,Livestock,LYNN,Yes,7494573,No
2018,Groundwater,Domestic,FISHER,Yes,7494573,No
2018,Groundwater,Domestic,STONEWALL,Yes,7494573,No
2005,Groundwater,Domestic,KINNEY,Yes,7494572,No
2000,Groundwater,Domestic,KINNEY,Yes,7168722,No
2001,Groundwater,Livestock,DICKENS,Yes,7168722,No
2002,Groundwater,Domestic,TERRELL,Yes,7168722,No
2002,Groundwater,Livestock,BORDEN,Yes,7168722,No
2002,Groundwater,Livestock,DICKENS,Yes,7168722,No
2003,Groundwater,Domestic,KINNEY,Yes,7168722,No
2004,Groundwater,Livestock,GARZA,Yes,7168722,No
2012,Groundwater,Mining,NOLAN,Yes,7168722,Yes
2013,Groundwater,Mining,TERRY,Yes,7168722,Yes
2017,Groundwater,Domestic,FLOYD,Yes,7168722,No
2002,Surface,Livestock,CROCKETT,Yes,7168722,No
2004,Surface,Livestock,LYNN,Yes,7168722,No
2007,Surface,Livestock,VAL VERDE,Yes,7168722,No
2008,Surface,Mining,COCHRAN,Yes,7168722,Yes
2008,Surface,Mining,CULBERSON,Yes,7168722,Yes
2008,Surface,Mining,HALE,Yes,7168722,Yes
2008,Surface,Mining,TERRY,Yes,7168722,Yes
2009,Surface,Livestock,JEFF DAVIS,Yes,7168722,No
2010,Surface,Livestock,DAWSON,Yes,7168722,No
2010,Surface,Livestock,GAINES,Yes,7168722,No
2010,Surface,Livestock,TERRY,Yes,7168722,No
2010,Surface,Mining,GARZA,Yes,7168722,Yes
2012,Surface,Livestock,VAL VERDE,Yes,7168722,No
2014,Surface,Livestock,CROCKETT,Yes,7168722,No
2014,Surface,Livestock,GLASSCOCK,Yes,7168722,No
2014,Surface,Livestock,KINNEY,Yes,7168722,No
2015,Surface,Livestock,CROCKETT,Yes,7168722,No
2015,Surface,Livestock,GLASSCOCK,Yes,7168722,No
2016,Surface,Livestock,GLASSCOCK,Yes,7168722,No
2016,Surface,Livestock,CROCKETT,Yes,7168722,No
2017,Surface,Livestock,CROCKETT,Yes,7168722,No
2016,Reuse,Mining,DAWSON,Yes,7168722,Yes
2018,Surface Water,Livestock,SCHLEICHER,Yes,7168722,No
2018,Groundwater,Domestic,STERLING,Yes,7168722,No
2001,Groundwater,Livestock,NOLAN,Yes,7168721,No
2002,Groundwater,Livestock,NOLAN,Yes,7168721,No
2008,Groundwater,Domestic,KINNEY,Yes,7168721,No
2015,Groundwater,Domestic,NOLAN,Yes,7168721,No
2002,Groundwater,Livestock,KING,Yes,6842871,No
2004,Groundwater,Irrigation,KING,Yes,6842871,No
2004,Groundwater,Domestic,KINNEY,Yes,6842871,No
2004,Groundwater,Livestock,KING,Yes,6842871,No
2007,Groundwater,Domestic,CONCHO,Yes,6842871,No
2007,Groundwater,Domestic,TERRELL,Yes,6842871,No
2000,Surface,Livestock,TERRY,Yes,6842871,No
2009,Groundwater,Mining,DICKENS,Yes,6842871,Yes
2010,Groundwater,Mining,CULBERSON,Yes,6842871,Yes
2014,Groundwater,Irrigation,CROCKETT,Yes,6842871,No
2014,Groundwater,Irrigation,VAL VERDE,Yes,6842871,No
2014,Groundwater,Domestic,TERRELL,Yes,6842871,No
2002,Surface,Livestock,COCHRAN,Yes,6842871,No
2003,Surface,Livestock,REAL,Yes,6842871,No
2003,Surface,Livestock,HUDSPETH,Yes,6842871,No
2004,Surface,Livestock,CROCKETT,Yes,6842871,No
2005,Surface,Livestock,REAL,Yes,6842871,No
2008,Surface,Mining,STERLING,Yes,6842871,Yes
2009,Surface,Livestock,GAINES,Yes,6842871,No
2009,Surface,Mining,COKE,Yes,6842871,Yes
2009,Surface,Mining,NOLAN,Yes,6842871,Yes
2010,Surface,Livestock,ECTOR,Yes,6842871,No
2010,Surface,Livestock,REAGAN,Yes,6842871,No
2010,Surface,Livestock,KINNEY,Yes,6842871,No
2010,Surface,Mining,FISHER,Yes,6842871,Yes
2011,Surface,Livestock,ECTOR,Yes,6842871,No
2011,Surface,Livestock,KINNEY,Yes,6842871,No
2012,Surface,Livestock,JEFF DAVIS,Yes,6842871,No
2012,Surface,Livestock,STERLING,Yes,6842871,No
2016,Surface,Irrigation,NOLAN,Yes,6842871,No
2017,Surface,Livestock,LYNN,Yes,6842871,No
2012,Reuse,Mining,PECOS,Yes,6842871,Yes
2014,Reuse,Mining,ANDREWS,Yes,6842871,Yes
2015,Reuse,Mining,YOAKUM,Yes,6842871,Yes
2016,Reuse,Mining,HOCKLEY,Yes,6842871,Yes
2016,Reuse,Mining,COCHRAN,Yes,6842871,Yes
2018,Surface Water,Livestock,MARTIN,Yes,6842871,No
2003,Groundwater,Livestock,GARZA,Yes,6517021,No
2003,Groundwater,Irrigation,KING,Yes,6517020,No
2003,Groundwater,Livestock,KING,Yes,6517020,No
2007,Groundwater,Domestic,KINNEY,Yes,6517020,No
2012,Groundwater,Mining,YOAKUM,Yes,6517020,Yes
2012,Groundwater,Domestic,CONCHO,Yes,6517020,No
2013,Groundwater,Domestic,TERRELL,Yes,6517020,No
2014,Groundwater,Domestic,MITCHELL,Yes,6517020,No
2017,Groundwater,Mining,JEFF DAVIS,Yes,6517020,Yes
2003,Surface,Livestock,DAWSON,Yes,6517020,No
2004,Surface,Livestock,JEFF DAVIS,Yes,6517020,No
2004,Surface,Livestock,MARTIN,Yes,6517020,No
2004,Surface,Livestock,REAL,Yes,6517020,No
2005,Surface,Livestock,JEFF DAVIS,Yes,6517020,No
2006,Surface,Livestock,LYNN,Yes,6517020,No
2007,Surface,Livestock,TERRY,Yes,6517020,No
2007,Surface,Livestock,JEFF DAVIS,Yes,6517020,No
2008,Surface,Livestock,HOCKLEY,Yes,6517020,No
2008,Surface,Livestock,HOCKLEY,Yes,6517020,No
2009,Surface,Livestock,HOCKLEY,Yes,6517020,No
2011,Surface,Livestock,REAGAN,Yes,6517020,No
2012,Surface,Livestock,EDWARDS,Yes,6517020,No
2012,Surface,Livestock,GAINES,Yes,6517020,No
2012,Surface,Livestock,TERRY,Yes,6517020,No
2017,Surface,Irrigation,EDWARDS,Yes,6517020,No
2017,Surface,Livestock,MARTIN,Yes,6517020,No
2013,Reuse,Mining,FISHER,Yes,6517020,Yes
2017,Reuse,Mining,ANDREWS,Yes,6517020,Yes
2001,Groundwater,Livestock,KING,Yes,6191169,No
2000,Surface,Irrigation,HOWARD,Yes,6191169,No
2012,Groundwater,Mining,BORDEN,Yes,6191169,Yes
2003,Surface,Livestock,CROCKETT,Yes,6191169,No
2003,Surface,Livestock,JEFF DAVIS,Yes,6191169,No
2004,Surface,Livestock,HUDSPETH,Yes,6191169,No
2004,Surface,Livestock,DAWSON,Yes,6191169,No
2005,Surface,Irrigation,KENT,Yes,6191169,No
2005,Surface,Livestock,LUBBOCK,Yes,6191169,No
2006,Surface,Livestock,JEFF DAVIS,Yes,6191169,No
2007,Surface,Livestock,REAL,Yes,6191169,No
2008,Surface,Livestock,TERRY,Yes,6191169,No
2008,Surface,Livestock,BREWSTER,Yes,6191169,No
2008,Surface,Livestock,DAWSON,Yes,6191169,No
2009,Surface,Livestock,HOCKLEY,Yes,6191169,No
2010,Surface,Livestock,BREWSTER,Yes,6191169,No
2012,Surface,Livestock,KINNEY,Yes,6191169,No
2012,Surface,Livestock,REAL,Yes,6191169,No
2013,Surface,Livestock,BREWSTER,Yes,6191169,No
2013,Surface,Livestock,KINNEY,Yes,6191169,No
2015,Surface,Livestock,KINNEY,Yes,6191169,No
2015,Surface,Irrigation,EDWARDS,Yes,6191169,No
2015,Surface,Irrigation,EDWARDS,Yes,6191169,No
2016,Surface,Livestock,KINNEY,Yes,6191169,No
2017,Surface,Livestock,KINNEY,Yes,6191169,No
2011,Reuse,Mining,REAGAN,Yes,6191169,Yes
2018,Reuse,Mining,JEFF DAVIS,Yes,6191169,Yes
2015,Groundwater,Domestic,KENT,Yes,6191168,No
2017,Groundwater,Domestic,CULBERSON,Yes,6191168,No
2003,Groundwater,Irrigation,REAL,Yes,5865318,No
2000,Surface,Irrigation,STONEWALL,Yes,5865318,No
2008,Groundwater,Irrigation,VAL VERDE,Yes,5865318,No
2013,Groundwater,Mining,HOCKLEY,Yes,5865318,Yes
2015,Groundwater,Domestic,HUDSPETH,Yes,5865318,No
2005,Surface,Livestock,EDWARDS,Yes,5865318,No
2005,Surface,Livestock,BREWSTER,Yes,5865318,No
2005,Surface,Livestock,HOCKLEY,Yes,5865318,No
2009,Surface,Livestock,BREWSTER,Yes,5865318,No
2009,Surface,Livestock,DAWSON,Yes,5865318,No
2011,Surface,Livestock,BREWSTER,Yes,5865318,No
2012,Surface,Livestock,ECTOR,Yes,5865318,No
2012,Surface,Livestock,REAGAN,Yes,5865318,No
2013,Surface,Livestock,VAL VERDE,Yes,5865318,No
2014,Reuse,Mining,SCURRY,Yes,5865318,Yes
2015,Reuse,Mining,SCHLEICHER,Yes,5865318,Yes
2018,Reuse,Mining,TERRELL,Yes,5865318,Yes
2010,Surface Water,Mining,CONCHO,Yes,5865318,Yes
2010,Groundwater,Mining,COTTLE,Yes,5539467,Yes
2014,Groundwater,Domestic,COTTLE,Yes,5539467,No
2015,Groundwater,Mining,HOCKLEY,Yes,5539467,Yes
2015,Groundwater,Domestic,CONCHO,Yes,5539467,No
2016,Groundwater,Irrigation,CROCKETT,Yes,5539467,No
2000,Surface,Livestock,CULBERSON,Yes,5539467,No
2003,Surface,Livestock,MARTIN,Yes,5539467,No
2004,Surface,Irrigation,KENT,Yes,5539467,No
2007,Surface,Livestock,BREWSTER,Yes,5539467,No
2007,Surface,Livestock,LUBBOCK,Yes,5539467,No
2008,Surface,Mining,KING,Yes,5539467,Yes
2009,Surface,Mining,CULBERSON,Yes,5539467,Yes
2010,Surface,Livestock,SCHLEICHER,Yes,5539467,No
2011,Surface,Livestock,LUBBOCK,Yes,5539467,No
2012,Surface,Irrigation,EDWARDS,Yes,5539467,No
2012,Surface,Livestock,DAWSON,Yes,5539467,No
2013,Surface,Livestock,KING,Yes,5539467,No
2013,Surface,Livestock,JEFF DAVIS,Yes,5539467,No
2013,Surface,Irrigation,EDWARDS,Yes,5539467,No
2014,Surface,Livestock,KING,Yes,5539467,No
2015,Surface,Livestock,KING,Yes,5539467,No
2016,Surface,Livestock,KING,Yes,5539467,No
2018,Surface Water,Livestock,COCHRAN,Yes,5539467,No
2018,Surface Water,Livestock,HOCKLEY,Yes,5539467,No
2018,Groundwater,Domestic,FLOYD,Yes,5539467,No
2004,Groundwater,Livestock,NOLAN,Yes,5213616,No
2000,Surface,Livestock,HOCKLEY,Yes,5213616,No
2008,Groundwater,Mining,CROSBY,Yes,5213616,Yes
2010,Groundwater,Mining,KENT,Yes,5213616,Yes
2011,Groundwater,Mining,WINKLER,Yes,5213616,Yes
2013,Groundwater,Irrigation,CROCKETT,Yes,5213616,No
2013,Groundwater,Mining,SUTTON,Yes,5213616,Yes
2015,Groundwater,Irrigation,CROCKETT,Yes,5213616,No
2016,Groundwater,Domestic,KENT,Yes,5213616,No
2001,Surface,Livestock,CULBERSON,Yes,5213616,No
2006,Surface,Livestock,HOCKLEY,Yes,5213616,No
2006,Surface,Livestock,REAL,Yes,5213616,No
2006,Surface,Livestock,SCHLEICHER,Yes,5213616,No
2006,Surface,Livestock,YOAKUM,Yes,5213616,No
2006,Surface,Livestock,BREWSTER,Yes,5213616,No
2007,Surface,Livestock,SCHLEICHER,Yes,5213616,No
2008,Surface,Livestock,CROCKETT,Yes,5213616,No
2008,Surface,Livestock,CROCKETT,Yes,5213616,No
2009,Surface,Livestock,CROCKETT,Yes,5213616,No
2009,Surface,Livestock,CROCKETT,Yes,5213616,No
2010,Surface,Mining,NOLAN,Yes,5213616,Yes
2010,Surface,Mining,REAGAN,Yes,5213616,Yes
2011,Surface,Irrigation,EDWARDS,Yes,5213616,No
2011,Surface,Livestock,SCHLEICHER,Yes,5213616,No
2012,Surface,Livestock,BREWSTER,Yes,5213616,No
2012,Surface,Livestock,LUBBOCK,Yes,5213616,No
2016,Surface,Livestock,JEFF DAVIS,Yes,5213616,No
2016,Surface,Livestock,BREWSTER,Yes,5213616,No
2017,Surface,Livestock,BORDEN,Yes,5213616,No
2017,Surface,Livestock,SCHLEICHER,Yes,5213616,No
2014,Reuse,Mining,SCHLEICHER,Yes,5213616,Yes
2015,Reuse,Mining,CROCKETT,Yes,5213616,Yes
2016,Reuse,Irrigation,WARD,Yes,5213616,No
2018,Surface Water,Livestock,ECTOR,Yes,5213616,No
2018,Surface Water,Livestock,LUBBOCK,Yes,5213616,No
2015,Groundwater,Domestic,CULBERSON,Yes,4887766,No
2016,Groundwater,Domestic,CULBERSON,Yes,4887766,No
2016,Groundwater,Domestic,DICKENS,Yes,4887766,No
2000,Surface,Livestock,TERRELL,Yes,4887765,No
2000,Surface,Livestock,UPTON,Yes,4887765,No
2000,Surface,Irrigation,MITCHELL,Yes,4887765,No
2011,Groundwater,Mining,SCHLEICHER,Yes,4887765,Yes
2014,Groundwater,Domestic,CONCHO,Yes,4887765,No
2015,Groundwater,Mining,SCURRY,Yes,4887765,Yes
2016,Groundwater,Domestic,CONCHO,Yes,4887765,No
2017,Groundwater,Domestic,KENT,Yes,4887765,No
2001,Surface,Livestock,TERRELL,Yes,4887765,No
2003,Surface,Irrigation,KENT,Yes,4887765,No
2005,Surface,Livestock,EDWARDS,Yes,4887765,No
2005,Surface,Livestock,SCHLEICHER,Yes,4887765,No
2005,Surface,Livestock,LYNN,Yes,4887765,No
2006,Surface,Livestock,TERRY,Yes,4887765,No
2006,Surface,Livestock,EDWARDS,Yes,4887765,No
2007,Surface,Livestock,CULBERSON,Yes,4887765,No
2008,Surface,Mining,SUTTON,Yes,4887765,Yes
2008,Surface,Livestock,CULBERSON,Yes,4887765,No
2009,Surface,Mining,LAMB,Yes,4887765,Yes
2009,Surface,Mining,SCURRY,Yes,4887765,Yes
2009,Surface,Mining,SUTTON,Yes,4887765,Yes
2010,Surface,Livestock,LUBBOCK,Yes,4887765,No
2010,Surface,Mining,SCURRY,Yes,4887765,Yes
2010,Surface,Mining,SUTTON,Yes,4887765,Yes
2011,Surface,Irrigation,EDWARDS,Yes,4887765,No
2011,Surface,Livestock,COCHRAN,Yes,4887765,No
2012,Surface,Irrigation,EDWARDS,Yes,4887765,No
2012,Surface,Livestock,COCHRAN,Yes,4887765,No
2013,Surface,Livestock,ECTOR,Yes,4887765,No
2013,Surface,Livestock,EDWARDS,Yes,4887765,No
2013,Surface,Livestock,GAINES,Yes,4887765,No
2013,Surface,Irrigation,EDWARDS,Yes,4887765,No
2014,Surface,Livestock,BREWSTER,Yes,4887765,No
2014,Surface,Livestock,JEFF DAVIS,Yes,4887765,No
2014,Surface,Livestock,GAINES,Yes,4887765,No
2015,Surface,Livestock,BREWSTER,Yes,4887765,No
2015,Surface,Livestock,JEFF DAVIS,Yes,4887765,No
2016,Surface,Livestock,CULBERSON,Yes,4887765,No
2017,Surface,Livestock,LUBBOCK,Yes,4887765,No
2017,Surface,Livestock,EDWARDS,Yes,4887765,No
2013,Reuse,Mining,SCURRY,Yes,4887765,Yes
2013,Reuse,Mining,NOLAN,Yes,4887765,Yes
2014,Reuse,Mining,TERRELL,Yes,4887765,Yes
2017,Reuse,Mining,CRANE,Yes,4887765,Yes
2017,Reuse,Mining,SCURRY,Yes,4887765,Yes
2018,Groundwater,Irrigation,CROCKETT,Yes,4887765,No
2018,Surface Water,Livestock,VAL VERDE,Yes,4887765,No
2003,Groundwater,Livestock,NOLAN,Yes,4561915,No
2010,Groundwater,Mining,COCHRAN,Yes,4561914,Yes
2011,Groundwater,Mining,CULBERSON,Yes,4561914,Yes
2011,Groundwater,Mining,KENT,Yes,4561914,Yes
2003,Surface,Livestock,BREWSTER,Yes,4561914,No
2004,Surface,Livestock,BREWSTER,Yes,4561914,No
2004,Surface,Livestock,CULBERSON,Yes,4561914,No
2005,Surface,Livestock,EDWARDS,Yes,4561914,No
2005,Surface,Livestock,ECTOR,Yes,4561914,No
2005,Surface,Livestock,ECTOR,Yes,4561914,No
2005,Surface,Livestock,REAGAN,Yes,4561914,No
2006,Surface,Livestock,CROSBY,Yes,4561914,No
2007,Surface,Livestock,ECTOR,Yes,4561914,No
2007,Surface,Livestock,ECTOR,Yes,4561914,No
2007,Surface,Livestock,CROSBY,Yes,4561914,No
2008,Surface,Livestock,LUBBOCK,Yes,4561914,No
2008,Surface,Mining,SCURRY,Yes,4561914,Yes
2008,Surface,Mining,WINKLER,Yes,4561914,Yes
2009,Surface,Livestock,CULBERSON,Yes,4561914,No
2009,Surface,Livestock,LUBBOCK,Yes,4561914,No
2009,Surface,Mining,REAGAN,Yes,4561914,Yes
2012,Surface,Livestock,SCHLEICHER,Yes,4561914,No
2013,Surface,Livestock,CULBERSON,Yes,4561914,No
2013,Surface,Livestock,REAGAN,Yes,4561914,No
2013,Surface,Livestock,REAL,Yes,4561914,No
2014,Surface,Livestock,CULBERSON,Yes,4561914,No
2014,Surface,Livestock,REAGAN,Yes,4561914,No
2014,Surface,Livestock,SCHLEICHER,Yes,4561914,No
2014,Surface,Livestock,EDWARDS,Yes,4561914,No
2014,Surface,Livestock,VAL VERDE,Yes,4561914,No
2015,Surface,Livestock,CULBERSON,Yes,4561914,No
2015,Surface,Livestock,REAGAN,Yes,4561914,No
2015,Surface,Livestock,EDWARDS,Yes,4561914,No
2015,Surface,Livestock,VAL VERDE,Yes,4561914,No
2015,Surface,Livestock,GAINES,Yes,4561914,No
2016,Surface,Livestock,GAINES,Yes,4561914,No
2016,Surface,Livestock,REAGAN,Yes,4561914,No
2016,Surface,Livestock,EDWARDS,Yes,4561914,No
2016,Surface,Livestock,VAL VERDE,Yes,4561914,No
2017,Surface,Livestock,HOCKLEY,Yes,4561914,No
2017,Surface,Livestock,ECTOR,Yes,4561914,No
