Year,Source Type,UseType,County,Estimated,Volume,RelatedtoCOG
2013,Groundwater,Livestock,MOTLEY,Yes,78530092,No
2000,Groundwater,Irrigation,KING,Yes,78530091,No
2008,Groundwater,Livestock,STERLING,Yes,78530091,No
2010,Groundwater,Livestock,KING,Yes,78530091,No
2013,Groundwater,Domestic,REAL,Yes,78530091,No
2007,Surface,Livestock,MITCHELL,Yes,78530091,No
2013,Surface,Livestock,LAMB,Yes,78530091,No
2009,Groundwater,Livestock,ANDREWS,Yes,78530090,No
2007,Groundwater,Livestock,KING,Yes,78204240,No
2008,Groundwater,Livestock,KING,Yes,78204240,No
2009,Groundwater,Mining,IRION,Yes,78204240,Yes
2011,Groundwater,Livestock,KING,Yes,78204240,No
2016,Groundwater,Irrigation,EDWARDS,Yes,78204240,No
2008,Surface,Mining,GLASSCOCK,Yes,78204240,Yes
2010,Surface,Mining,HUDSPETH,Yes,78204240,Yes
2014,Surface,Irrigation,HALE,Yes,78204240,No
2005,Groundwater,Livestock,ECTOR,Yes,77552538,No
2006,Groundwater,Livestock,KINNEY,Yes,77552538,No
2007,Groundwater,Domestic,TERRY,Yes,77552538,No
2007,Groundwater,Livestock,ECTOR,Yes,77552538,No
2009,Groundwater,Livestock,ECTOR,Yes,77552538,No
2015,Groundwater,Domestic,HALE,Yes,77552538,No
2007,Surface,Livestock,BAILEY,Yes,77552538,No
2009,Surface,Livestock,GARZA,Yes,77552538,No
2010,Groundwater,Domestic,NOLAN,Yes,77226687,No
2012,Groundwater,Livestock,KENT,Yes,77226687,No
2015,Surface,Livestock,SCURRY,Yes,77226687,No
2016,Surface,Irrigation,NOLAN,Yes,77226687,No
2007,Groundwater,Livestock,NOLAN,Yes,76900836,No
2002,Surface,Livestock,DICKENS,Yes,76900836,No
2006,Surface,Livestock,SCURRY,Yes,76900836,No
2012,Surface,Livestock,UVALDE,Yes,76900836,No
2016,Reuse,Mining,GAINES,Yes,76900836,Yes
2008,Groundwater,Livestock,NOLAN,Yes,76574986,No
2006,Groundwater,Domestic,KIMBLE,Yes,76574985,No
2011,Groundwater,Livestock,TERRY,Yes,76574985,No
2014,Groundwater,Livestock,MOTLEY,Yes,76574985,No
2018,Groundwater,Domestic,UVALDE,Yes,76574985,No
2012,Groundwater,Domestic,NOLAN,Yes,76249135,No
2002,Groundwater,Livestock,TERRELL,Yes,76249134,No
2005,Groundwater,Domestic,BAILEY,Yes,76249134,No
2005,Groundwater,Livestock,DICKENS,Yes,76249134,No
2009,Groundwater,Domestic,BAILEY,Yes,76249134,No
2011,Groundwater,Livestock,JONES,Yes,76249134,No
2014,Groundwater,Irrigation,EDWARDS,Yes,76249134,No
2001,Surface,Livestock,DICKENS,Yes,76249134,No
2004,Surface,Livestock,KING,Yes,76249134,No
2007,Surface,Livestock,SCURRY,Yes,76249134,No
2009,Surface,Mining,MARTIN,Yes,76249134,Yes
2018,Surface Water,Livestock,UVALDE,Yes,76249134,No
2008,Groundwater,Livestock,KIMBLE,Yes,76249133,No
2005,Groundwater,Livestock,CONCHO,Yes,75923283,No
2005,Groundwater,Livestock,HOCKLEY,Yes,75923283,No
2005,Groundwater,Livestock,TERRELL,Yes,75923283,No
2010,Groundwater,Irrigation,JEFF DAVIS,Yes,75923283,No
2010,Groundwater,Domestic,KIMBLE,Yes,75923283,No
2016,Groundwater,Livestock,DICKENS,Yes,75923283,No
2012,Reuse,Mining,ANDREWS,Yes,75923283,Yes
2016,Reuse,Mining,CROCKETT,Yes,75923283,Yes
2005,Surface Water,Livestock,CONCHO,Yes,75923283,No
2009,Groundwater,Livestock,KIMBLE,Yes,75923282,No
2001,Groundwater,Livestock,HOWARD,Yes,75597432,No
2011,Groundwater,Irrigation,WARD,Yes,75597432,No
2013,Groundwater,Domestic,BAILEY,Yes,75597432,No
2014,Groundwater,Mining,WINKLER,Yes,75597432,Yes
2015,Groundwater,Mining,WINKLER,Yes,75597432,Yes
2006,Surface,Livestock,MITCHELL,Yes,75597432,No
2014,Surface,Livestock,SCURRY,Yes,75597432,No
2001,Groundwater,Livestock,IRION,Yes,75271581,No
2007,Groundwater,Livestock,KENT,Yes,75271581,No
2010,Groundwater,Mining,HUDSPETH,Yes,75271581,Yes
2009,Surface,Mining,HUDSPETH,Yes,75271581,Yes
2010,Groundwater,Irrigation,TERRELL,Yes,74945731,No
2003,Groundwater,Irrigation,VAL VERDE,Yes,74945730,No
2009,Groundwater,Livestock,REAGAN,Yes,74945730,No
2012,Groundwater,Domestic,JEFF DAVIS,Yes,74945730,No
2016,Groundwater,Livestock,MOTLEY,Yes,74945730,No
2004,Surface,Livestock,COKE,Yes,74945730,No
2018,Reuse,Mining,CROCKETT,Yes,74945730,Yes
2011,Groundwater,Livestock,IRION,Yes,74945729,No
2008,Groundwater,Livestock,REAGAN,Yes,74619879,No
2010,Groundwater,Mining,MITCHELL,Yes,74619879,Yes
2013,Surface,Livestock,SCURRY,Yes,74619879,No
2018,Surface Water,Irrigation,CONCHO,Yes,74619879,No
2000,Groundwater,Domestic,BAILEY,Yes,74294028,No
2008,Groundwater,Mining,CROCKETT,Yes,74294028,Yes
2009,Groundwater,Domestic,REAL,Yes,74294028,No
2011,Groundwater,Mining,BORDEN,Yes,74294028,Yes
2011,Groundwater,Livestock,ANDREWS,Yes,74294028,No
2012,Groundwater,Livestock,FISHER,Yes,74294028,No
2015,Groundwater,Livestock,DICKENS,Yes,74294028,No
2005,Surface,Livestock,MITCHELL,Yes,74294028,No
2018,Groundwater,Livestock,STERLING,Yes,74294028,No
2010,Groundwater,Domestic,JEFF DAVIS,Yes,74294027,No
2007,Groundwater,Livestock,COKE,Yes,73968177,No
2001,Surface,Livestock,BORDEN,Yes,73968177,No
2006,Groundwater,Domestic,REAL,Yes,73642326,No
2000,Surface,Livestock,BORDEN,Yes,73642326,No
2011,Groundwater,Domestic,LYNN,Yes,73642326,No
2011,Groundwater,Livestock,ECTOR,Yes,73642326,No
2007,Surface,Livestock,TOM GREEN,Yes,73642326,No
2010,Surface,Mining,MARTIN,Yes,73642326,Yes
2017,Surface,Livestock,UVALDE,Yes,73642326,No
2005,Groundwater,Livestock,ANDREWS,Yes,73316475,No
2005,Groundwater,Livestock,COKE,Yes,73316475,No
2006,Groundwater,Domestic,FLOYD,Yes,73316475,No
2010,Groundwater,Livestock,STERLING,Yes,73316475,No
2013,Groundwater,Domestic,MARTIN,Yes,73316475,No
2003,Surface,Livestock,KING,Yes,73316475,No
2018,Surface Water,Livestock,MITCHELL,Yes,73316475,No
2001,Groundwater,Irrigation,JEFF DAVIS,Yes,72990624,No
2001,Groundwater,Domestic,BAILEY,Yes,72990624,No
2009,Groundwater,Domestic,KIMBLE,Yes,72990624,No
2012,Groundwater,Livestock,MENARD,Yes,72990624,No
2003,Surface,Livestock,BORDEN,Yes,72990624,No
2009,Surface,Livestock,LAMB,Yes,72990624,No
2016,Surface,Livestock,FISHER,Yes,72990624,No
2008,Groundwater,Livestock,ANDREWS,Yes,72990623,No
2008,Groundwater,Livestock,DICKENS,Yes,72990623,No
2010,Groundwater,Livestock,ECTOR,Yes,72990623,No
2012,Groundwater,Livestock,MIDLAND,Yes,72990623,No
2014,Groundwater,Livestock,DICKENS,Yes,72990623,No
2002,Groundwater,Livestock,IRION,Yes,72664773,No
2006,Groundwater,Livestock,ECTOR,Yes,72664773,No
2009,Groundwater,Mining,HUDSPETH,Yes,72664773,Yes
2010,Groundwater,Livestock,ANDREWS,Yes,72664773,No
2015,Groundwater,Livestock,MOTLEY,Yes,72664773,No
2004,Surface,Livestock,BORDEN,Yes,72664773,No
2008,Surface,Mining,HUDSPETH,Yes,72664773,Yes
2010,Surface Water,Livestock,CONCHO,Yes,72664773,No
2009,Groundwater,Livestock,NOLAN,Yes,72664772,No
2010,Groundwater,Livestock,CONCHO,Yes,72664772,No
2003,Groundwater,Livestock,SCHLEICHER,Yes,72338922,No
2007,Groundwater,Livestock,FISHER,Yes,72338922,No
2000,Groundwater,Domestic,FLOYD,Yes,72013071,No
2003,Groundwater,Domestic,BAILEY,Yes,72013071,No
2005,Groundwater,Domestic,KIMBLE,Yes,72013071,No
2011,Groundwater,Livestock,HOWARD,Yes,72013071,No
2017,Surface,Livestock,BORDEN,Yes,72013071,No
2002,Surface Water,Irrigation,CONCHO,Yes,72013071,No
2010,Groundwater,Livestock,IRION,Yes,71687221,No
2013,Groundwater,Domestic,KIMBLE,Yes,71687221,No
2002,Groundwater,Domestic,BAILEY,Yes,71687220,No
2005,Groundwater,Irrigation,IRION,Yes,71687220,No
2000,Surface,Livestock,KING,Yes,71687220,No
2008,Groundwater,Mining,DAWSON,Yes,71687220,Yes
2010,Groundwater,Livestock,JONES,Yes,71687220,No
2017,Groundwater,Domestic,BREWSTER,Yes,71687220,No
2006,Groundwater,Irrigation,STONEWALL,Yes,71361369,No
2006,Groundwater,Domestic,LYNN,Yes,71361369,No
2000,Surface,Livestock,NOLAN,Yes,71361369,No
2011,Groundwater,Livestock,CONCHO,Yes,71361369,No
2013,Groundwater,Livestock,MIDLAND,Yes,71361369,No
2016,Surface Water,Irrigation,CONCHO,Yes,71361369,No
2011,Surface Water,Livestock,CONCHO,Yes,71361369,No
2001,Groundwater,Domestic,FLOYD,Yes,71035518,No
2004,Groundwater,Domestic,BAILEY,Yes,71035518,No
2008,Groundwater,Domestic,BAILEY,Yes,71035518,No
2015,Surface,Livestock,FISHER,Yes,71035518,No
2007,Groundwater,Livestock,KINNEY,Yes,70709667,No
2017,Groundwater,Livestock,STERLING,Yes,70709667,No
2001,Surface,Livestock,NOLAN,Yes,70709667,No
2008,Groundwater,Domestic,KIMBLE,Yes,70383816,No
2011,Groundwater,Livestock,STERLING,Yes,70383816,No
2015,Groundwater,Domestic,SCURRY,Yes,70383816,No
2002,Surface,Irrigation,NOLAN,Yes,70383816,No
2017,Surface,Livestock,MITCHELL,Yes,70383816,No
2017,Reuse,Mining,REAGAN,Yes,70383816,Yes
2017,Reuse,Irrigation,YOAKUM,Yes,70383816,No
2005,Groundwater,Livestock,NOLAN,Yes,70383814,No
2005,Groundwater,Irrigation,MENARD,Yes,70057966,No
2001,Groundwater,Livestock,COCHRAN,Yes,70057965,No
2008,Groundwater,Mining,HUDSPETH,Yes,70057965,Yes
2008,Groundwater,Livestock,ECTOR,Yes,70057965,No
2010,Groundwater,Mining,HALE,Yes,70057965,Yes
2016,Groundwater,Mining,YOAKUM,Yes,70057965,Yes
2013,Surface,Livestock,FISHER,Yes,70057965,No
2018,Surface Water,Livestock,FISHER,Yes,70057965,No
2002,Groundwater,Domestic,FLOYD,Yes,70057964,No
2005,Groundwater,Livestock,CULBERSON,Yes,69732116,No
2001,Groundwater,Irrigation,CROCKETT,Yes,69732114,No
2001,Surface,Irrigation,NOLAN,Yes,69732114,No
2002,Surface,Livestock,NOLAN,Yes,69732114,No
2015,Reuse,Mining,WARD,Yes,69732114,Yes
2018,Groundwater,Livestock,KIMBLE,Yes,69732114,No
2008,Groundwater,Livestock,IRION,Yes,69732113,No
2012,Groundwater,Domestic,LYNN,Yes,69406263,No
2016,Groundwater,Livestock,STERLING,Yes,69406263,No
2010,Surface,Mining,KING,Yes,69406263,Yes
2018,Groundwater,Livestock,COKE,Yes,69406263,No
2013,Groundwater,Livestock,DICKENS,Yes,69406262,No
2002,Groundwater,Domestic,KIMBLE,Yes,69080412,No
2002,Groundwater,Livestock,HOWARD,Yes,69080412,No
2016,Groundwater,Livestock,KENT,Yes,69080412,No
2001,Surface,Livestock,KING,Yes,69080412,No
2018,Groundwater,Livestock,ANDREWS,Yes,69080412,No
2018,Groundwater,Domestic,DAWSON,Yes,69080412,No
2000,Groundwater,Domestic,LYNN,Yes,68754561,No
2001,Groundwater,Domestic,KIMBLE,Yes,68754561,No
2005,Groundwater,Domestic,REAL,Yes,68754561,No
2006,Groundwater,Livestock,TERRELL,Yes,68754561,No
2010,Groundwater,Livestock,HOWARD,Yes,68754561,No
2013,Groundwater,Livestock,STERLING,Yes,68754561,No
2014,Groundwater,Mining,CRANE,Yes,68754561,Yes
2015,Groundwater,Livestock,STERLING,Yes,68754561,No
2017,Surface Water,Irrigation,CONCHO,Yes,68754561,No
2003,Groundwater,Domestic,KIMBLE,Yes,68428710,No
2007,Groundwater,Livestock,GLASSCOCK,Yes,68428710,No
2010,Groundwater,Mining,MENARD,Yes,68428710,Yes
2015,Groundwater,Livestock,KENT,Yes,68428710,No
2005,Surface,Livestock,SCURRY,Yes,68428710,No
2007,Surface,Livestock,GARZA,Yes,68428710,No
2008,Surface,Mining,ECTOR,Yes,68428710,Yes
2008,Surface,Livestock,GARZA,Yes,68428710,No
2018,Groundwater,Irrigation,EDWARDS,Yes,68428710,No
2011,Groundwater,Livestock,DAWSON,Yes,68428709,No
2014,Groundwater,Livestock,STERLING,Yes,68102860,No
2000,Groundwater,Domestic,KIMBLE,Yes,68102859,No
2003,Groundwater,Livestock,YOAKUM,Yes,68102859,No
2011,Groundwater,Livestock,REAL,Yes,68102859,No
2003,Surface,Livestock,COKE,Yes,68102859,No
2010,Surface,Mining,REAGAN,Yes,68102859,Yes
2012,Surface,Livestock,LAMB,Yes,68102859,No
2014,Reuse,Irrigation,YOAKUM,Yes,68102859,No
2018,Groundwater,Livestock,IRION,Yes,68102859,No
2013,Groundwater,Livestock,ANDREWS,Yes,67777009,No
2001,Groundwater,Livestock,SUTTON,Yes,67777008,No
2002,Groundwater,Domestic,LYNN,Yes,67777008,No
2002,Groundwater,Livestock,YOAKUM,Yes,67777008,No
2003,Groundwater,Domestic,FLOYD,Yes,67777008,No
2009,Groundwater,Livestock,IRION,Yes,67777008,No
2009,Groundwater,Livestock,JONES,Yes,67777008,No
2010,Groundwater,Domestic,LYNN,Yes,67777008,No
2010,Groundwater,Livestock,TERRY,Yes,67777008,No
2012,Groundwater,Irrigation,CROCKETT,Yes,67777008,No
2016,Groundwater,Livestock,COTTLE,Yes,67777008,No
2002,Surface,Livestock,BORDEN,Yes,67777008,No
2002,Surface,Irrigation,LOVING,Yes,67777008,No
2009,Surface,Mining,ECTOR,Yes,67777008,Yes
2018,Groundwater,Livestock,REEVES,Yes,67777008,No
2018,Surface Water,Livestock,TOM GREEN,Yes,67777008,No
2001,Groundwater,Domestic,LYNN,Yes,67451157,No
2003,Groundwater,Domestic,LYNN,Yes,67451157,No
2004,Groundwater,Livestock,TERRELL,Yes,67451157,No
2005,Groundwater,Domestic,FLOYD,Yes,67451157,No
2005,Groundwater,Domestic,LYNN,Yes,67451157,No
2008,Groundwater,Domestic,REAL,Yes,67451157,No
2002,Surface,Irrigation,TERRELL,Yes,67451157,No
2008,Surface,Livestock,LAMB,Yes,67451157,No
2009,Surface,Mining,UPTON,Yes,67451157,Yes
2017,Groundwater,Livestock,KIMBLE,Yes,67125307,No
2009,Groundwater,Livestock,TERRELL,Yes,67125306,No
2014,Groundwater,Domestic,REAL,Yes,67125306,No
2017,Groundwater,Livestock,COKE,Yes,67125306,No
2013,Reuse,Mining,PECOS,Yes,67125306,Yes
2018,Groundwater,Domestic,BREWSTER,Yes,67125306,No
2009,Groundwater,Irrigation,TERRELL,Yes,66799455,No
2015,Groundwater,Livestock,COTTLE,Yes,66799455,No
2008,Surface,Irrigation,JONES,Yes,66799455,No
2010,Surface,Mining,ECTOR,Yes,66799455,Yes
2011,Surface,Livestock,LAMB,Yes,66799455,No
2017,Surface,Livestock,FISHER,Yes,66799455,No
2011,Surface Water,Irrigation,CONCHO,Yes,66799455,No
2011,Groundwater,Domestic,CROCKETT,Yes,66799454,No
2011,Groundwater,Livestock,NOLAN,Yes,66799454,No
2017,Groundwater,Livestock,IRION,Yes,66473605,No
2013,Groundwater,Livestock,COTTLE,Yes,66473604,No
2014,Groundwater,Livestock,KENT,Yes,66473604,No
2004,Groundwater,Domestic,KIMBLE,Yes,66147753,No
2008,Groundwater,Domestic,FLOYD,Yes,66147753,No
2008,Groundwater,Livestock,GAINES,Yes,66147753,No
2010,Groundwater,Livestock,NOLAN,Yes,66147753,No
2010,Groundwater,Livestock,REAL,Yes,66147753,No
2011,Groundwater,Irrigation,REAL,Yes,66147753,No
2011,Groundwater,Livestock,GAINES,Yes,66147753,No
2013,Groundwater,Livestock,KENT,Yes,66147753,No
2012,Groundwater,Livestock,ANDREWS,Yes,65821903,No
2002,Groundwater,Irrigation,EDWARDS,Yes,65821902,No
2004,Groundwater,Livestock,STERLING,Yes,65821902,No
2012,Groundwater,Livestock,JONES,Yes,65821902,No
2017,Surface,Livestock,TOM GREEN,Yes,65821902,No
2018,Reuse,Irrigation,YOAKUM,Yes,65821902,No
2017,Groundwater,Livestock,ANDREWS,Yes,65496052,No
2017,Groundwater,Livestock,REEVES,Yes,65496051,No
2009,Groundwater,Domestic,LYNN,Yes,65170200,No
2013,Groundwater,Domestic,TERRY,Yes,65170200,No
2014,Groundwater,Livestock,COTTLE,Yes,65170200,No
2002,Surface,Irrigation,GARZA,Yes,65170200,No
2002,Surface,Livestock,LUBBOCK,Yes,65170200,No
2011,Reuse,Mining,ANDREWS,Yes,65170200,Yes
2000,Surface,Livestock,NOLAN,Yes,64844349,No
2012,Groundwater,Livestock,KING,Yes,64844349,No
2014,Groundwater,Mining,CULBERSON,Yes,64844349,Yes
2014,Groundwater,Livestock,UPTON,Yes,64844349,No
2001,Surface,Livestock,NOLAN,Yes,64844349,No
2002,Groundwater,Livestock,TOM GREEN,Yes,64518499,No
2004,Groundwater,Domestic,FLOYD,Yes,64518499,No
2008,Groundwater,Livestock,HOWARD,Yes,64518498,No
2009,Groundwater,Domestic,NOLAN,Yes,64518498,No
2004,Surface,Livestock,GARZA,Yes,64518498,No
2013,Surface,Irrigation,HALE,Yes,64518498,No
2013,Reuse,Irrigation,YOAKUM,Yes,64518498,No
2003,Groundwater,Livestock,STERLING,Yes,64192648,No
2010,Groundwater,Livestock,DAWSON,Yes,64192648,No
2009,Groundwater,Livestock,CROSBY,Yes,64192647,No
2012,Groundwater,Livestock,ECTOR,Yes,64192647,No
2006,Surface,Livestock,GARZA,Yes,64192647,No
2018,Surface Water,Irrigation,NOLAN,Yes,64192647,No
2007,Groundwater,Domestic,BAILEY,Yes,63866796,No
2007,Groundwater,Domestic,KIMBLE,Yes,63866796,No
2009,Groundwater,Mining,HOWARD,Yes,63866796,Yes
2002,Surface,Livestock,NOLAN,Yes,63866796,No
2013,Surface,Irrigation,LUBBOCK,Yes,63866796,No
2017,Reuse,Mining,ECTOR,Yes,63866796,Yes
2000,Groundwater,Livestock,CROSBY,Yes,63540945,No
2001,Groundwater,Domestic,REAL,Yes,63540945,No
2002,Groundwater,Irrigation,CROCKETT,Yes,63540945,No
2002,Groundwater,Domestic,REAL,Yes,63540945,No
2004,Groundwater,Domestic,LYNN,Yes,63540945,No
2004,Groundwater,Livestock,YOAKUM,Yes,63540945,No
2004,Surface,Irrigation,ECTOR,Yes,63540945,No
2012,Reuse,Irrigation,YOAKUM,Yes,63540945,No
2003,Groundwater,Domestic,REAL,Yes,63215094,No
2008,Groundwater,Mining,STONEWALL,Yes,63215094,Yes
2010,Groundwater,Mining,CROSBY,Yes,63215094,Yes
2010,Groundwater,Livestock,DICKENS,Yes,63215094,No
2010,Groundwater,Livestock,GAINES,Yes,63215094,No
2010,Groundwater,Livestock,REAGAN,Yes,63215094,No
2012,Groundwater,Livestock,CONCHO,Yes,63215094,No
2014,Groundwater,Livestock,JONES,Yes,63215094,No
2001,Surface,Livestock,LUBBOCK,Yes,63215094,No
2012,Surface Water,Livestock,CONCHO,Yes,63215094,No
2008,Groundwater,Domestic,LYNN,Yes,62889243,No
2008,Groundwater,Livestock,TERRELL,Yes,62889243,No
2011,Groundwater,Mining,REEVES,Yes,62889243,Yes
2011,Groundwater,Livestock,REAGAN,Yes,62889243,No
2012,Groundwater,Livestock,STERLING,Yes,62889243,No
2014,Groundwater,Livestock,KINNEY,Yes,62889243,No
2000,Groundwater,Livestock,ECTOR,Yes,62563393,No
2009,Groundwater,Livestock,DICKENS,Yes,62563393,No
2000,Groundwater,Domestic,REAL,Yes,62563392,No
2004,Groundwater,Domestic,REAL,Yes,62563392,No
2014,Groundwater,Domestic,BAILEY,Yes,62563392,No
2011,Groundwater,Livestock,DICKENS,Yes,62563391,No
2016,Groundwater,Livestock,ANDREWS,Yes,62237542,No
2006,Groundwater,Livestock,CROSBY,Yes,62237541,No
2000,Surface,Irrigation,BREWSTER,Yes,62237541,No
2008,Groundwater,Livestock,YOAKUM,Yes,62237541,No
2001,Surface,Irrigation,SCURRY,Yes,62237541,No
2004,Surface,Irrigation,PECOS,Yes,62237541,No
2013,Groundwater,Domestic,JEFF DAVIS,Yes,61911691,No
2005,Groundwater,Irrigation,STONEWALL,Yes,61911690,No
2009,Groundwater,Mining,DAWSON,Yes,61911690,Yes
2016,Groundwater,Domestic,BAILEY,Yes,61911690,No
2016,Reuse,Irrigation,YOAKUM,Yes,61911690,No
2003,Groundwater,Livestock,TERRELL,Yes,61585839,No
2015,Groundwater,Mining,PECOS,Yes,61585839,Yes
2010,Surface,Mining,FLOYD,Yes,61585839,Yes
2000,Groundwater,Livestock,TOM GREEN,Yes,61585838,No
2002,Groundwater,Livestock,SUTTON,Yes,61259988,No
2009,Groundwater,Domestic,FLOYD,Yes,61259988,No
2014,Groundwater,Mining,DAWSON,Yes,61259988,Yes
2003,Surface,Irrigation,EDWARDS,Yes,61259988,No
2014,Groundwater,Livestock,ANDREWS,Yes,60934138,No
2015,Groundwater,Livestock,ANDREWS,Yes,60934138,No
2002,Groundwater,Livestock,CROSBY,Yes,60934137,No
2003,Groundwater,Irrigation,MENARD,Yes,60934137,No
2007,Groundwater,Domestic,REAL,Yes,60934137,No
2008,Groundwater,Irrigation,KIMBLE,Yes,60934137,No
2009,Groundwater,Livestock,GAINES,Yes,60934137,No
2014,Groundwater,Domestic,TERRY,Yes,60934137,No
2016,Groundwater,Livestock,HOWARD,Yes,60934137,No
2001,Surface,Livestock,SCURRY,Yes,60934137,No
2010,Surface,Livestock,LAMB,Yes,60934137,No
2012,Surface Water,Irrigation,CONCHO,Yes,60934137,No
2007,Groundwater,Domestic,FLOYD,Yes,60608287,No
2012,Groundwater,Domestic,CROCKETT,Yes,60608286,No
2000,Surface,Livestock,FLOYD,Yes,60608286,No
2008,Surface,Mining,ANDREWS,Yes,60608286,Yes
2018,Groundwater,Domestic,CONCHO,Yes,60608286,No
2013,Groundwater,Livestock,HOWARD,Yes,60608285,No
2007,Groundwater,Livestock,CROSBY,Yes,60282435,No
2010,Groundwater,Domestic,CROCKETT,Yes,60282435,No
2011,Groundwater,Livestock,KINNEY,Yes,60282435,No
2012,Groundwater,Livestock,TERRY,Yes,60282435,No
2009,Groundwater,Domestic,JEFF DAVIS,Yes,59956585,No
2009,Groundwater,Livestock,HOWARD,Yes,59956584,No
2010,Groundwater,Livestock,KINNEY,Yes,59956584,No
2016,Groundwater,Irrigation,ECTOR,Yes,59956584,No
2001,Surface,Irrigation,TERRELL,Yes,59956584,No
2012,Reuse,Mining,WARD,Yes,59956584,Yes
2012,Reuse,Mining,UPTON,Yes,59956584,Yes
2006,Groundwater,Livestock,HOWARD,Yes,59630733,No
2010,Groundwater,Mining,FLOYD,Yes,59630733,Yes
2010,Groundwater,Mining,WINKLER,Yes,59630733,Yes
2014,Groundwater,Domestic,MARTIN,Yes,59630733,No
2016,Groundwater,Domestic,REAL,Yes,59630733,No
2003,Surface,Livestock,GARZA,Yes,59630733,No
2005,Surface,Livestock,LAMB,Yes,59630733,No
2006,Groundwater,Livestock,TERRY,Yes,59304882,No
2010,Groundwater,Mining,PECOS,Yes,59304882,Yes
2010,Groundwater,Livestock,TERRELL,Yes,59304882,No
2012,Groundwater,Livestock,NOLAN,Yes,59304882,No
2016,Groundwater,Domestic,SCURRY,Yes,59304882,No
2008,Surface,Mining,YOAKUM,Yes,59304882,Yes
2009,Surface,Mining,REAGAN,Yes,59304882,Yes
2008,Groundwater,Mining,GARZA,Yes,58979031,Yes
2012,Groundwater,Livestock,KIMBLE,Yes,58979031,No
2015,Groundwater,Domestic,REAL,Yes,58979031,No
2018,Groundwater,Livestock,KINNEY,Yes,58979031,No
2001,Groundwater,Livestock,ANDREWS,Yes,58653180,No
2010,Groundwater,Mining,TERRELL,Yes,58653180,Yes
2012,Groundwater,Livestock,GAINES,Yes,58653180,No
2014,Groundwater,Livestock,HOWARD,Yes,58653180,No
2015,Groundwater,Livestock,HOWARD,Yes,58653180,No
2017,Groundwater,Irrigation,EDWARDS,Yes,58653180,No
2008,Surface,Irrigation,BREWSTER,Yes,58653180,No
2000,Groundwater,Livestock,REAGAN,Yes,58653179,No
2006,Groundwater,Livestock,IRION,Yes,58327329,No
2011,Groundwater,Livestock,TERRELL,Yes,58327329,No
2017,Groundwater,Domestic,HOCKLEY,Yes,58327329,No
2007,Groundwater,Livestock,IRION,Yes,58001478,No
2016,Groundwater,Livestock,JONES,Yes,58001478,No
2010,Surface,Mining,REEVES,Yes,58001478,Yes
2018,Reuse,Irrigation,WARD,Yes,58001478,No
2006,Groundwater,Domestic,NOLAN,Yes,57675627,No
2012,Groundwater,Livestock,HOWARD,Yes,57675627,No
2013,Groundwater,Irrigation,KIMBLE,Yes,57675627,No
2003,Surface,Livestock,DICKENS,Yes,57675627,No
2006,Surface,Livestock,FLOYD,Yes,57675627,No
2007,Surface,Livestock,LAMB,Yes,57675627,No
2009,Surface,Mining,ANDREWS,Yes,57675627,Yes
2001,Groundwater,Livestock,CROSBY,Yes,57675626,No
2000,Surface,Livestock,SCURRY,Yes,57349776,No
2014,Groundwater,Irrigation,REAL,Yes,57349776,No
2000,Surface,Livestock,DICKENS,Yes,57349776,No
2018,Surface Water,Livestock,GARZA,Yes,57349776,No
2007,Groundwater,Domestic,LYNN,Yes,57023925,No
2018,Groundwater,Domestic,REAL,Yes,57023925,No
2008,Groundwater,Livestock,DAWSON,Yes,56698075,No
2009,Groundwater,Mining,CROCKETT,Yes,56698074,Yes
2009,Groundwater,Livestock,YOAKUM,Yes,56698074,No
2010,Groundwater,Domestic,FLOYD,Yes,56698074,No
2015,Groundwater,Domestic,BAILEY,Yes,56698074,No
2015,Groundwater,Livestock,JONES,Yes,56698074,No
2016,Groundwater,Domestic,MARTIN,Yes,56698074,No
2017,Groundwater,Domestic,BAILEY,Yes,56698074,No
2010,Groundwater,Mining,LOVING,Yes,56372223,Yes
2017,Groundwater,Domestic,REAL,Yes,56372223,No
2012,Reuse,Mining,REEVES,Yes,56372223,Yes
2012,Reuse,Mining,CRANE,Yes,56372223,Yes
2001,Groundwater,Livestock,TOM GREEN,Yes,56372222,No
2001,Groundwater,Livestock,KINNEY,Yes,56046372,No
2013,Groundwater,Domestic,CROCKETT,Yes,56046372,No
2016,Groundwater,Livestock,COKE,Yes,56046372,No
2002,Surface,Livestock,HOCKLEY,Yes,56046372,No
2012,Groundwater,Livestock,REAGAN,Yes,55720521,No
2013,Groundwater,Mining,KIMBLE,Yes,55720521,Yes
2014,Groundwater,Livestock,FISHER,Yes,55720521,No
2016,Groundwater,Livestock,KINNEY,Yes,55720521,No
2003,Surface,Livestock,SCURRY,Yes,55720521,No
2009,Surface,Irrigation,BREWSTER,Yes,55720521,No
2009,Surface,Mining,FLOYD,Yes,55720521,Yes
2017,Surface,Livestock,GARZA,Yes,55720521,No
2000,Groundwater,Domestic,NOLAN,Yes,55394672,No
2007,Groundwater,Livestock,TERRELL,Yes,55394670,No
2015,Groundwater,Livestock,COKE,Yes,55394670,No
2003,Surface,Livestock,LUBBOCK,Yes,55394670,No
2004,Surface,Livestock,DICKENS,Yes,55394670,No
2005,Surface,Livestock,GARZA,Yes,55394670,No
2003,Groundwater,Livestock,TOM GREEN,Yes,55068820,No
